,VISIT_AREA_NM,output,tourist_id,weighted_similarity,tourist_x,tourist_address_x,theme2,star,Like,scrap,telephone_x,소개,주요목적,평균 소요 시간,상세 정보,경사도(난이도),X_COORD,Y_COORD,요금 정보,편의시설,장소 특성,평일_시작,평일_끝,주말_시작,주말_끝,category,category_match,score
159,수목원테마파크,0.7986354601175434,CONT_000000000500386,0.6826877962809534,수목원테마파크,제주특별자치도 제주시 은수길 69 (연동),"['수목원테마파크', '수목원', '테마파크', '실내관광지', '어린이', '테마공원', '안전여행스탬프', '무장애관광']",4.0,10.0,272.0,(+82) 064-742-3700,"제주아이스뮤지엄, 3D 착시아트, 5D 영상관 등의 독특한 테마를 볼 수 있는 실내 관광지",,1.5,입장마감 18:00,,126.4882266,33.47060712,"유료,일반요금 성인 15,000원 청소년 및 소인 14,000원 (*장애인 복지카드 지참시 2,000원 할인적용)","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터",,09:00:00,19:00:00,09:00:00,19:00:00,자연관광지,0.0,0.7406616281992484
164,세계조가비박물관,0.7985741473961396,CONT_000000000500356,0.6827067006114282,세계조가비박물관,제주특별자치도 서귀포시 태평로 284,"['실내', '미술/박물관', '아이', '비.눈', '사계절', '실내관광지', '문화관광', '박물관', '어트랙션', '안전여행스탬프']",4.0,6.0,46.0,(+82) 064-762-5551,바다 속 아름다운 조가비 세계를 엿볼 수 있는 곳,공연/전시,1.0,"연중무휴 09:00~18:30 (17:30 입장마감/ 변동가능, 유선 확인 후 방문 必)",하,126.5515832,33.24744339,"유료,성인 7,000, 중고생 5,000원, 소인 4,000원, 경로 6,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",실내,09:00:00,18:30:00,09:00:00,18:30:00,"전시회, 박물관 등 문화시설",0.0,0.7406404240037839
13,한림공원,0.8004257915825325,CONT_000000000500690,0.680560010068665,한림공원,제주특별자치도 제주시 한림읍 한림로 300(협재리),"['휴식/힐링', '테마공원', '아이', '맑음', '봄', '우수관광사업체', '동굴', '어린이', '매화', '수국', '안전여행스탬프', '무장애관광', '반려동물동반입장', '반려동물', '반려동물동반_관광지']",5.0,43.0,1285.0,(+82) 064-796-0001,10만 평 대지 위에 펼쳐지는 환상적인 10가지 테마파크.,"포토스팟,기타",1.5,"매표 개시~ 매표 마감:(3월~5월) 9시~17시30분 (6월~8월) 9시~18시00분, (9월~10월) 9시~17시30분, (11월~2월) 9시~16시30분 / 소형견 입장가능 / 7kg 미만 반려동물 입장 가능 / 배변봉투 필수 지참 / 리드줄 착용 필수",하,126.2401849,33.38919042,"유료,입장료 일반 15,000원 청소년 10,000원 어린이 9,000원, 경로자 12,000 장애인 11,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설",실내+실외,,,,,자연관광지,0.0,0.7404929008255987
23,하고수동해변,0.8003031661397251,CONT_000000000500673,0.6806360371366946,하고수동해변,제주특별자치도 제주시 우도면 연평리,"['해변', '휴식/힐링', '친구', '커플', '맑음', '여름', '자연경관']",5.0,5.0,163.0,(+82) 064-728-4352,"우도 동북쪽, 바다빛이 아름다운 해수욕장",,1.569672131147541,,,126.9576482,33.5141508,,공용주차장,,,,,,자연관광지,0.0,0.7404696016382099
79,제주아트센터,0.7996164636600032,CNTS_200000000009773,0.6810555662859257,제주아트센터,제주특별자치도 제주시 오남로 231,"['공연장', '제주시', '대극장', '공연', '뮤지컬', '연극', '실내관광지', '문화관광', '어트랙션']",,0.0,4.0,(+82) 064-728-1509,2010년 5월에 개관된 제주아트센터는 제주도 최대규모의 객석과 다양한 장르의 공연도 완벽히 지원할 수 있는 장비를 고루 갖춘 전문 공연장이다.,공연/전시,1.4776119402985075,,,126.5155393,33.47513108,,"공용주차장,현금결제,카드결제,화장실,흡연구역,유도 및 안내시설,경보 및 피난시설,엘리베이터",,,,,,"전시회, 박물관 등 문화시설",0.0,0.7403360149729644
88,제주베스트힐,0.7995061007614764,CNTS_200000000013598,0.6809847303181555,제주베스트힐,제주특별자치도 제주시 조천읍 남조로 2109-38,"['관광지', '안전여행스탬프', '레저/체험', '야영장', '오름', '오름투어', '도보', '도보여행']",,1.0,3.0,(+82) 01072721888,맑고 깨끗한 원시림 곶자왈에서 자연에 동화되어가는 자신을 발견할 수 있는 공간,,1.569672131147541,,,126.6577143,33.45383873,,,,,,,,자연관광지,0.0,0.7402454155398159
194,산지등대,0.7982062710677172,CONT_000000000500290,0.6821176707672054,산지등대,제주특별자치도 제주시 사라봉동길 108-1 (건입동),"['등대', '일몰', '경관/포토', '친구', '맑음', '가을', '포토스팟']",5.0,2.0,37.0,(+82) 064-720-2672,오랜 역사를 지니고 있는 제주의 대표 등대 중 하나,,1.569672131147541,이용시간: (하절기)09:00~19:30/(동절기)09:00~18:00  *카페물결과 이용시간 동일(안전상 이유로 이용시간 외 입장불가),,126.5456105,33.52142459,,"공용주차장,유도 및 안내시설",,,,,,자연관광지,0.0,0.7401619709174614
115,월령선인장군락지,0.7991750120658963,CONT_000000000500494,0.6811383177828823,월령선인장군락지,제주특별자치도 제주시 한림읍 월령리 359-4,"['경관/포토', '커플', '맑음', '여름', '포토스팟', '반려동물', '반려동물동반입장', '반려동물동반_관광지']",5.0,9.0,391.0,(+82) 064-796-2589,이국적인 분위기를 풍기는 선인장 군락지,,1.569672131147541,"소형견, 중형견, 대형견 입장 가능 / 동물보호법에 따라 목줄 또는 가슴줄 2미터 이내로 유지 / 배변봉투 필수",,126.2154316,33.37787925,,,,,,,,자연관광지,0.0,0.7401566649243893
10,해녀박물관,0.8004625792153748,CONT_000000000500580,0.6797334882020835,해녀박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,"['실내', '문화유적지', '미술/박물관', '아이', '비.눈', '겨울', '실내관광지', '문화관광', '박물관', '역사유적', '어린이', '어트랙션', '무장애관광', '공영관광지']",5.0,12.0,321.0,(+82) 064-782-9898,바당의 어멍 제주해녀의 삶을 느낄 수 있는 곳,공연/전시,1.5,"매표 마감 17시 10분 *매주 월요일, 1월1일/설날/추석당일 휴무",하,126.8634299,33.52357842,"유료,성인(25~64세) 1,100원/ 청소년(13~24세) 500원/ 어린이, 경로인, 장애인 무료","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터",실내,09:00:00,18:00:00,09:00:00,18:00:00,"전시회, 박물관 등 문화시설",0.0,0.7400980337087291
233,마라도,0.7977280318407681,CONT_000000000500171,0.6823520886851212,마라도,제주특별자치도 서귀포시 대정읍 마라로101번길 46,"['섬속의섬', '휴식/힐링', '부모', '아이', '맑음', '가을', '자연경관', '어린이', '공영관광지']",5.0,24.0,589.0,(+82) 064-760-4014,"난대성 해양 동식물이 풍부하고 경관이 아름다운 유인도 중에 국토 최남단인 섬, 천연기념물 제423호",,1.569672131147541,,,126.2671657,33.11848091,,"화장실,편의점",,,,,,자연관광지,0.0,0.7400400602629447
17,한라산국립공원,0.8003767414054095,CONT_000000000500685,0.679418192045364,한라산국립공원,제주특별자치도 제주시 1100로 2070-61,"['산', '걷기/등산', '경관/포토', '친구', '사계절', '자연경관', '포토스팟', '한라산', '언택트', '단풍', '유네스코']",5.0,111.0,1261.0,(+82) 064-713-9950,"한반도 3대 영산 중 하나, 유네스코가 지정한 · 세계생물권보존지역 · 세계자연유산 · 세계지질공원",,1.569672131147541,계절과 기후변화에 따른 입산 통제구간은 홈페이지 참고,,126.5422209,33.37666556,"무료,주차료 있음","공용주차장,화장실,편의점,음료대",,,,,,자연관광지,0.0,0.7398974667253868
119,우도등대,0.7991259618887733,CNTS_000000000020565,0.6806438493089468,우도등대,제주특별자치도 제주시 우도면 우도봉길 105,"['등대', '경관/포토', '친구', '맑음', '봄', '포토스팟']",5.0,5.0,224.0,(+82) 064-783-0180,섬속의 섬 우도에 위치한 등대의 풍경,,1.569672131147541,,,126.9660906,33.49309193,,,,,,,,자연관광지,0.0,0.7398849055988601
191,삼매봉,0.7982430587005594,CONT_000000000500297,0.6813969135151735,삼매봉,제주특별자치도 서귀포시 남성로115번길 83,"['부모', '커플', '혼자', '친구', '맑음', '아이', '경관/포토', '휴식/힐링', '오름', '사계절', '자연경관', '포토스팟', '어린이']",5.0,1.0,3.0,(+82) 064-760-3193,외돌개 앞에 위치한 작은 오름,,1.569672131147541,연중무휴,,126.5463088,33.24397192,,"공용주차장,화장실,편의점,음료대",,,,,,자연관광지,0.0,0.7398199861078665
90,제주돌창고,0.799481575672915,CNTS_200000000011073,0.6801486505529072,제주돌창고,제주특별자치도 제주시 한경면 조수7길 8,"['휴식/힐링', '부모', '커플', '친구', '아이', '카페', '음식', '차', '떡', '에이드', '팥빙수', '아메리카노', '에스프레소', '식당', '전통음료', '말차라떼', '석류차', '석류에이드', '라떼', '카페라떼', '바닐라라떼', '양갱', '초코라떼', '우수관광사업체']",5.0,1.0,12.0,(+82) 0507-1322-1972,제주에 오직 하나뿐인 방앗간 카페로 제주전통음료와 디저트와 로컬푸드 디저트와 음료를 제공한다.,,1.569672131147541,"라스트 오더 17시 30분 / 소형견, 중형견, 대형견 입장가능 / 반려동물 동반입장 시 리드줄 필수 / 대형견 이용 시 외부만 입장 가능 / 소형견 및 중형견 실내 이용 시 케이지, 유모차 이용 필수 / 입질 또는 공격성 있을 시 입장 불가 / 맹견류 입장 시 입마개 필수",,126.2335677,33.3370927,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,10:00:00,18:00:00,10:00:00,18:00:00,자연관광지,0.0,0.7398151131129111
280,김녕요트투어,0.7971516922595729,CONT_000000000500002,0.6819518582528339,김녕요트투어,제주특별자치도 제주시 구좌읍 구좌해안로 229-16,"['액티비티', '커플', '여름', '체험', '레저/체험', '수상레저', '어트랙션', '우수관광사업체']",5.0,3.0,174.0,(+82) 064-782-5271~3,돌고래와 함께하는 최고급 인테리어 시설의 김녕요트투어,,1.7794117647058822,연중 무휴/ 일몰투어 16:30분 유선 예약 필요.,,126.7372442,33.55825951,"유료,일반투어 60분 성인 60,000원, 소인 40,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,레저스포츠,0.0,0.7395517752562034
150,신화테마파크,0.7987458230160701,CNTS_000000000022771,0.6803277224893028,신화테마파크,서귀포시 안덕면 신화역사로304번길 98,"['테마공원', '맑음', '아이', '실내관광지', '어린이', '어트랙션', '안전여행스탬프', '제주신화월드', '무장애관광']",5.0,9.0,355.0,(+82) 1670-1188,한국 토종 애니메이션으로 세계적인 인기를 끈 라바의 세계관이 곳곳에 심어진 정통 테마파크..,기타,2.5,,중,126.3152821,33.30475888,"유료,빅3 이용권 18,000원 / 자유이용권 35,000원 (24/3/1~24/10/31)","카드결제,화장실,공용주차장,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,현금결제",실내+실외,10:00:00,20:00:00,10:00:00,20:00:00,테마파크,0.0,0.7395367727526865
263,니모스토리,0.7973601555123456,CNTS_300000000015835,0.6816303462426576,니모스토리,제주특별자치도 제주시 구좌읍 김녕로17길 33-1,"['맑음', '체험관광', '액티비티', '여름', '해변', '구좌읍', '김녕', '스노쿨링', '패들보드', '서핑']",,0.0,0.0,(+82) 064-782-2236,김녕해수욕장에서 즐기는 시원한 스노쿨링,,1.0,,중,126.7539748,33.55822898,유료,,실외,10:00:00,18:00:00,10:00:00,18:00:00,자연관광지,0.0,0.7394952508775017
63,조안베어뮤지엄,0.7998126643684952,CNTS_000000000019758,0.6790583015152688,조안베어뮤지엄,제주특별자치도 서귀포시 대포로 113 (대포동),"['실내', '테마공원', '아이', '비.눈', '흐림', '사계절', '실내관광지', '어린이', '어트랙션']",,2.0,45.0,(+82) 064-739-1024,테디베어 아티스트 조안오 디자이너가 직접 만든 테디베어를 다양한 테마로 전시,,1.4776119402985075,"연중무휴, 9:00~17:00 (매표마감 16:15)",,126.4340627,33.24025246,"유료,성인 개인 8,000, 청소년 개인 7,000, 어린이 개인 6,000","공용주차장,현금결제,카드결제,화장실,유도 및 안내시설,경보 및 피난시설",,09:00:00,17:00:00,09:00:00,17:00:00,"전시회, 박물관 등 문화시설",0.0,0.739435482941882
203,비양도등대,0.7980959081691905,CNTS_000000000019692,0.6806224886737613,비양도등대,제주특별자치도 제주시 한림읍 비양도길 84비양도,"['등대', '경관/포토', '맑음', '봄', '포토스팟']",5.0,2.0,16.0,(+82) --,비양도의 비양오름 정상에 있는 무인등대,,1.569672131147541,,,126.9723466,33.51441822,,,,,,,,자연관광지,0.0,0.7393591984214759
186,새별오름,0.7983043714219632,CONT_000000000500309,0.6803378175106903,새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8,"['일몰', '밤', '오름', '걷기/등산', '아이', '봄', '자연경관', '도보여행', '도보', '어린이', '억새', '반려동물', '반려동물동반입장', '반려동물동반_오름', '반려동물동반_자연', '반려동물동반_관광지']",5.0,71.0,1493.0,(+82) 064-728-2753/064-728-2762,제주 서부 애월에 위치해 있으며 억새가 아름다운 오름,,1.0,"연중무휴(산불예방 입산통제기간 없음) / 소형견, 중형견, 대형견 입장가능 / 동물보호법에 따라 목줄·가슴줄 길이 2미터 이내로 유지 리드줄 / 배변봉투 필수",,126.3577307,33.36627759,무료,"공용주차장,화장실,유도 및 안내시설",실외,,,,,자연관광지,0.0,0.7393210944663268
289,굿다이버,0.7970413293610462,CNTS_200000000008211,0.6815812578494329,굿다이버,제주특별자치도 서귀포시 중산간서로 41 (강정동),"['스쿠버다이빙', '해양레저', '체험', '액티비티', '레저/체험', '수상레저', '어트랙션']",,2.0,10.0,(+82) 064-762-7677,서귀포에 있는 스쿠버 다이빙 센터,"해양스포츠,체험",2.5,휴무는 특별 공지,하,126.5060565,33.26108383,"유료,Diving experience program 65,000 won","공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설",실내+실외,08:00:00,19:00:00,07:00:00,20:00:00,레저스포츠,0.0,0.7393112936052395
33,토이파크,0.8001805406969176,CONT_000000000500654,0.6784364597097875,토이파크,제주특별자치도 서귀포시 안덕면 동광로 267-7,"['실내', '테마공원', '아이', '비.눈', '사계절', '실내관광지', '어린이', '어트랙션', '안전여행스탬프', '무장애관광']",,2.0,60.0,(+82) 064-794-0333,국내외 진귀한 장난감이 모여 있는 꿈동산,공연/전시,1.5,연중무휴/10:00~19:00(입장마감 18:00),중,126.345365,33.31895724,"유료,9,500원","공용주차장,현금결제,카드결제,화장실,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",실내,10:00:00,19:00:00,10:00:00,19:00:00,테마파크,0.0,0.7393085002033526
295,검멀레해변,0.7969677540953617,CONT_000000000500046,0.681627100854713,검멀레해변,제주특별자치도 제주시 우도면 우도해안길,"['해변', '경관/포토', '커플', '맑음', '여름', '자연경관', '포토스팟', 'k-drama']",5.0,21.0,472.0,(+82) 064-728-3394,검은모래가 매력적인 우도에서 빠질 수 없는 명소,,1.569672131147541,,,126.9669025,33.49717101,,편의점,,,,,,자연관광지,0.0,0.7392974274750373
256,대유ATV수렵사격랜드,0.7974459933223109,CNTS_200000000008635,0.681107424693318,대유ATV수렵사격랜드,제주특별자치도 서귀포시 상예로 381,"['권총', '클레이', '라이플사격', 'ATV', '실내관광지', '체험', '어트랙션']",,1.0,39.0,(+82) 064-738-0500,110여만 평의 드넓은 대지에서 온몸으로 스릴을 느낄 수 있는 레저 스포츠.,"수렵,체험",1.7794117647058822,"이용시간: 11~02월 09:00~17:30 / 03~04 월 09:00~18:00 / 05~08 월 09:00~18:30 / 09~10월 09:00~18:00 * 성수기(07.23~08.15) 09:00~19:00, 동절기(12.08~12,31) 09:00~17:00/마지막 입장 영업 종료 30분 전",,126.3953497,33.27778323,"유료, 클레이사격(16발) 45,000원, 권총사격(12발) 35,000원, 소총사격(12발) 35,000원, ATV 올레코스 30,000원, 추억코스 40,000원, 인생코스 50,000원, 버기카 * 운전면허증 소지 必, 운전경력 최소 1년 이상 必, 5세이상 동승가능, 05~13세까지 운전자외 보호자 동승 必 패밀리코스(4인승/소요시간 30 분) 240,000원 산악코스(2인승 / 소요시간 30 분) 110,000원 오름코스(2인승 / 소요시간 20 분) 80,000원","공용주차장,화장실,무료 WIFI,흡연구역,음료대,경보 및 피난시설",,09:00:00,17:30:00,09:00:00,17:30:00,레저스포츠,0.0,0.7392767090078145
264,논짓물,0.7973478929680649,CONT_000000000500109,0.6811541902091974,논짓물,제주특별자치도 서귀포시 예래해안로 253,"['제주', '제주도', '논짓물', '제주바다', '해수욕장', '제주해수욕장', '물놀이', '제주물놀이', '여름', '축제']",5.0,5.0,88.0,(+82) 064-760-4854,해수와 담수가 만나는 곳에 있는 천연 해수욕장,,1.569672131147541,"대여료 (그늘막 : 3만원, 평상 : 3만원, 파라솔 : 2만원) 슬리퍼및 샌들 착용 권장 안전요원 있음",,126.4922265,33.48866805,,"공용주차장,화장실,유도 및 안내시설",,08:00:00,19:00:00,08:00:00,19:00:00,자연관광지,0.0,0.7392510415886311
216,범서프,0.7979364950935408,CNTS_300000000015856,0.6803265138856079,범서프,제주특별자치도 제주시 선사로8길 11,"['제주시내', '삼양해수욕장', '서핑']",,0.0,0.0,(+82) 0507-1422-2281,입문자도 즐길 수 있는 서핑 체험,,3.0,,중,126.5867296,33.52550676,유료,,실외,09:00:00,21:00:00,09:00:00,21:00:00,레저스포츠,0.0,0.7391315044895743
299,가파도,0.7969187039182387,CNTS_000000000018432,0.681215070013129,가파도,제주특별자치도 서귀포시 대정읍 가파리,"['섬속의섬', '경관/포토', '휴식/힐링', '친구', '커플', '맑음', '봄', '자연경관', '포토스팟', '언택트']",5.0,15.0,323.0,(+82) 064-794-7130,돌담과 바다가 어우러지면서 아름다운 풍경을 자아내는 가파도 청보리,,1.569672131147541,,,126.2714103,33.17001212,"유료,승선왕복요금(해상공원입장료포험) 성인 14,100원 청소년 13,900원, 소인 7,100원, 경로인 10,500원, 장애인 6,600원",,,,,,,자연관광지,0.0,0.7390668869656838
283,금능석물원,0.7971149046267307,CNTS_000000000019446,0.6809285757047412,금능석물원,제주특별자치도 제주시 한림읍 한림로 176,"['테마공원', '실내관광지', '어트랙션', '안전여행스탬프', '무장애관광']",4.0,2.0,65.0,(+82) 064-796-3360,똑같이 생긴 하르방만 본 여행객들에게 제주 석물의 진수를 감상할 수 있게 하는 곳,,1.0,"연중무휴, 이용시간 : 08:30~17:00 (6월~9월) 08:30~17:30",,126.2268425,33.38486334,"유료,성인 6.000원 / 학생,장애인,군인,도민,국가유공자,경로(70세 이상) 5,000원 / 어린이 7세 이하 무료","공용주차장,화장실",,08:30:00,17:30:00,08:30:00,17:30:00,자연관광지,0.0,0.739021740165736
106,이호테우해수욕장,0.799285374964423,CNTS_200000000007344,0.6784544171714114,이호테우해수욕장,제주특별자치도 제주시 도리로 20,"['경관/포토', '휴식/힐링', '여름', '일몰', '해변', '해수욕장', '자연경관', '물놀이', '포토스팟', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_관광지']",5.0,8.0,282.0,(+82) 064-728-3993,붉은 조랑말과 흰 조랑말의 극명하게 대조되는 색감이 이국적인 풍경을 선사하는 해변,"해양스포츠,물놀이,포토스팟",1.569672131147541,"야영장, 탈의 및 샤워장, 전망휴게소 / 여름 해수욕장 개장 : 2024.6.24~8.31 10:00~19:00 & 야간개장: 2024.7.15~8.15 19:00~20:00 / 소형견, 중형견, 대형견 입장가능 / 동물보호법에 따라 목줄·가슴줄 길이 2미터 이내로 유지 리드줄 / 배변봉투 필수, 입욕불가 / 제주특별자치도 해수욕장 개장기간, 시간 및 이용수칙 등 고시에 따름",,126.4526908,33.4973768,무료,"공용주차장,화장실",실외,,,,,자연관광지,0.0,0.7388698960679172
231,마방목지,0.7977525569293296,CONT_000000000500177,0.6799601788137576,마방목지,제주특별자치도 제주시 516로 2480,"['경관/포토', '문화유적지', '아이', '맑음', '봄', '자연경관', '역사유적', '포토스팟', '어린이', '무장애관광']",5.0,21.0,429.0,(+82) 064-710-7942,제주혈통 조랑말이 뛰어노는 초원지대,,1.569672131147541,,,126.603596,33.42763738,,공용주차장,,,,,,자연관광지,0.0,0.7388563678715436
118,우도올레보트,0.799138224433054,CNTS_000000000018956,0.6784770189913925,우도올레보트,제주특별자치도 제주시 우도면 연평리 2615-2,"['올레', '액티비티', '맑음', '체험', '레저/체험', '수상레저', '어트랙션']",5.0,0.0,21.0,(+82) 010-4132-8279,우도 스피드보트 이용 가능,,1.569672131147541,,,126.9446065,33.49676093,"유료,성인 20,000원 미취학 아동 15,000원",,,09:00:00,17:00:00,09:00:00,17:00:00,자연관광지,0.0,0.7388076217122233
60,주상절리대,0.7998494520013374,CNTS_000000000020476,0.6777052215830447,주상절리대,제주특별자치도 서귀포시 이어도로 36-30,"['해변', '경관/포토', '친구', '커플', '맑음', '자연경관', '포토스팟', '유네스코', '무장애관광', '공영관광지']",4.0,67.0,2328.0,(+82) 064-738-1521,자연의 신비가 주는 웅장함에 압도되다,"공연/전시,기타",1.0,"연중무휴 09:00~18:00(입장마감 17:40)* 일몰시간에 따라 변동 가능/전망대 공사 완료, 2023.09.04부터 재개방",중,126.4263224,33.23795573,"유료,성인 2.000원 / 어린이, 청소년 1.000원 / 경로인,장애인 무료","공용주차장,현금결제,카드결제,편의점,음료대,유도 및 안내시설,경보 및 피난시설",실외,09:00:00,18:00:00,09:00:00,18:00:00,자연관광지,0.0,0.738777336792191
101,정방폭포,0.7993466876858267,CONT_000000000500531,0.6782005163757581,정방폭포,제주특별자치도 서귀포시 칠십리로214번길 37,"['폭포', '경관/포토', '커플', '여름', '자연경관', '포토스팟', '공영관광지']",5.0,36.0,1614.0,(+82) 064-733-1530,높은곳에서 바다로 떨어지는 물줄기의 시원함 · 명승 제43호 · 올레6코스,"포토스팟,기타",1.0,"연중무휴/일몰에 따라 입장마감시간 변동되므로 방문전 확인필수, 애완동물 출입불가",상,126.5716053,33.24499661,"유료,어른 2.000원 / 청소년 1.000원 / 장애인 경로인 경우 무료","공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",실외,09:00:00,17:50:00,09:00:00,17:50:00,자연관광지,0.0,0.7387736020307925
58,짚불도,0.7998739770898988,CNTS_300000000012662,0.6774286991084535,짚불도,제주특별자치도 제주시 한경면 판포1길 6,"['짚불흑돼지', '특수부위모듬']",,0.0,1.0,(+82) 0507-1314-1919,판포포구 바로 앞에 위치한 짚불도는 제주의 흑돼지를 실컷 즐길 수 있는 곳이다.,,1.8,"소형견, 중형견, 대형견 입장가능 / 대형견 입장 시 실외 이용만 가능",,126.1992931,33.36497545,,"공용주차장,화장실,무료 WIFI",,12:00:00,23:00:00,12:00:00,23:00:00,테마파크,0.0,0.7386513380991762
53,초콜릿랜드,0.7999352898113026,CONT_000000000500624,0.6773472049316949,초콜릿랜드,제주특별자치도 서귀포시 중문관광로110번길 15,"['실내', '테마공원', '아이', '비.눈', '겨울', '사계절', '실내관광지', '어린이', '어트랙션']",4.0,4.0,150.0,(+82) 064-738-1197,"초콜릿을 테마로 만든 전시관, 초콜렛 만들기 체험 가능",,1.4776119402985075,매주 화요일 휴관/ 17:30 입장 마감,,126.4134525,33.24940041,"유료,성인 3,000원, 청소년2,000원, 소인 2,000원 (네이버 예약: 초콜릿체험 10,000원, 마카롱만들기 13,000원)","공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,10:00:00,18:00:00,10:00:00,18:00:00,"전시회, 박물관 등 문화시설",0.0,0.7386412473714987
102,점보빌리지,0.799334425141546,CONT_000000000500527,0.6779192297684765,점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,"['실내', '테마공원', '아이', '사계절', '어린이', '어트랙션', '무장애관광']",5.0,7.0,215.0,(+82) 064-792-1233,제주속 작은 동남아 점보빌리지 코끼리테마쇼,"공연/전시,기타",1.0,"연중 무휴 / 공연시간: 1일 4회 (11:00, 13:00, 15:00,17:00)",하,126.3051056,33.27627648,"유료,대인 (중학생이상) 11,000원, 소인(만 24개월 이상~초등학생)9,000원, 간식주기 결합 상품 있어 예매시 가격 확인 필요","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",실내+실외,10:00:00,17:30:00,10:00:00,17:30:00,테마파크,0.0,0.7386268274550112
50,취다선리조트,0.7999720774441449,CNTS_200000000010336,0.6769801710728046,취다선리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,"['웰니스', '힐링', '명상', '요가', '차', '커플', '숙소', '리조트', '어트랙션', '럭셔리트래블인제주']",,1.0,4.0,(+82) 0507-1386-1600,취다선리조트 Tea&Meditaion은 쉼을 최우선으로 하는 명상 리조트다.,,1.569672131147541,,,126.9127061,33.47182578,,,,,,,,자연관광지,0.0,0.7384761242584748
44,카페물결,0.8000456527098293,CNTS_200000000012470,0.6767354960037373,카페물결,제주특별자치도 제주시 사라봉동길 108-1,"['경관/포토', '휴식/힐링', '사계절', '휴식/치유', '전시와행사', '카페', '음식', '포토스팟', '아메리카노', '레몬에이드', '식당', '에스프레소', '카페라떼', '주스', '과일주스', '라떼', '에이드', '자몽에이드', '초코라떼', '생강라떼', '꽃차']",,1.0,6.0,(+82) 064-725-7799,"카페 물결은 제주항 인근 사라봉 중턱에 위치한 친환경 카페이다. 산지등대가 무인화되면서 유휴시설이 된 관사와 사무실, 정원 등을 제주해양수산관리단과 제주시건입동도시재생현장지원센터가 새롭게 조성해 만든 곳이다.",,1.8,"연중무휴, 이용시간 : (하절기)09:00~19:30/(동절기)09:00~18:00(마감)",,126.5458355,33.52120723,,,,09:00:00,19:30:00,09:00:00,19:30:00,테마파크,0.0,0.7383905743567833
165,세계술박물관,0.7985618848518589,CNTS_000000000019122,0.6780328003493541,세계술박물관,제주특별자치도 서귀포시 표선면 한마음초등로 431,"['실내', '미술/박물관', '친구', '비.눈', '겨울', '실내관광지', '문화관광', '박물관', '어트랙션']",4.0,3.0,111.0,(+82) 064-787-9500,우리나라 전통주를 비롯하여 세계의 술의 역사를 알 수 있는 박물관,공연/전시,1.0,하절기(6~8월) 09:00~18:00 / 동절기(9~5월) 09:00~17:30,하,126.8176074,33.35397317,"유료,요금변경(2021.12.1~) 일반 7,000원, 경로(65세이상)/청소년(19세미만) 5,000원, 초등생 2,000원, 미취학 무료","공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",실내,09:00:00,18:00:00,09:00:00,18:00:00,"전시회, 박물관 등 문화시설",0.0,0.7382973426006065
163,세화해변,0.7985864099404204,CONT_000000000500361,0.6778700800917528,세화해변,제주특별자치도 제주시 구좌읍 해녀박물관길 27,"['제주', '제주바다', '해수욕장', '해변', '세화해수욕장', '세화해변', '제주해변', '토끼섬', '제주해수욕장', '가족']",5.0,34.0,1354.0,(+82) 064-728-7783,인생 사진을 남길 수 있는 인생 바다,물놀이,1.569672131147541,"주차장, 화장실 있음",,126.8602562,33.52514366,무료,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",실외,,,,,자연관광지,0.0,0.7382282450160866
