명칭,전화번호,주소,위도,경도,주차 가능,조리 가능,픽업서비스,부대 시설,객실명,객실크기,기준인원,비수기주말최소,비수기주중최소,성수기,id
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",한라산 전망,14.0,3.0,119000.0,480000.0,162736.2714464394,212
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",바다 전망,13.0,3.0,119000.0,534000.0,162736.2714464394,213
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"PC, TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",오션 골드 스위트,24.0,6.0,119000.0,112261.5119891131,162736.2714464394,214
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",측면바다 전망,26.0,2.0,119000.0,112261.5119891131,162736.2714464394,215
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",바다 전망,13.0,2.0,119000.0,112261.5119891131,162736.2714464394,216
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",프레지덴셜 스위트,77.0,2.0,119000.0,112261.5119891131,162736.2714464394,217
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",바다 전망,12.0,2.0,119000.0,112261.5119891131,162736.2714464394,218
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"PC, TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",플래티늄 스위트,46.0,2.0,119000.0,112261.5119891131,162736.2714464394,219
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",한라산 전망,16.0,3.0,119000.0,112261.5119891131,162736.2714464394,220
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",측면바다 전망,13.0,3.0,119000.0,534000.0,162736.2714464394,221
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",한라산 전망,13.0,2.0,119000.0,374000.0,162736.2714464394,222
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",한라산 전망,13.0,2.0,119000.0,112261.5119891131,162736.2714464394,223
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",한라산 전망,12.0,3.0,119000.0,405000.0,162736.2714464394,224
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",바다 전망,12.0,3.0,119000.0,481000.0,162736.2714464394,225
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",바다 전망,17.0,3.0,119000.0,112261.5119891131,162736.2714464394,226
라마다프라자 제주호텔,064-729-8100,제주특별자치도 제주시 탑동로 66,33.5188364854,126.518150954,가능,불가,불가,"TV, 뉴헬리오스 메디컬스파(6F), 더블루(뷔페 2F), 드라이기, 라마다 델리(베이커리숍 1F), 목욕시설, 블랙 스톤즈(펍&바 1F), 세면도구, 세미나룸, 스코트라(로비라운지 2F), 스포츠센터(수영장/사우나/헬스 5F), 연회장, 욕조, 웨딩홀, 지앤담컨설팅(웨딩상담 1F), 카지노(2F), 탐모라(1F), 하영(1F)",한라산 전망,16.0,3.0,119000.0,480000.0,162736.2714464394,227
오션그랜드호텔제주,064-783-0007,제주특별자치도 제주시 조천읍 조함해안로 490,33.5425889847,126.665187633,가능,불가,불가,"HABBER Cafe, TV, 드라이기, 목욕시설, 서우봉(한식당), 세면도구, 세미나실, 연회장, 욕조, 웨딩홀",스탠다드온돌,8.0,2.0,70000.0,145200.0,95727.21849790552,228
오션그랜드호텔제주,064-783-0007,제주특별자치도 제주시 조천읍 조함해안로 490,33.5425889847,126.665187633,가능,불가,불가,"HABBER Cafe, TV, 드라이기, 목욕시설, 서우봉(한식당), 세면도구, 세미나실, 연회장, 욕조, 웨딩홀",트윈/더블 스탠다드,8.0,2.0,70000.0,145200.0,95727.21849790552,229
오션그랜드호텔제주,064-783-0007,제주특별자치도 제주시 조천읍 조함해안로 490,33.5425889847,126.665187633,가능,불가,불가,"HABBER Cafe, TV, 드라이기, 목욕시설, 서우봉(한식당), 세면도구, 세미나실, 연회장, 욕조, 웨딩홀",디럭스 테라스 더블/트윈,8.0,2.0,70000.0,66036.18352300768,95727.21849790552,230
오션그랜드호텔제주,064-783-0007,제주특별자치도 제주시 조천읍 조함해안로 490,33.5425889847,126.665187633,가능,불가,불가,"HABBER Cafe, TV, 드라이기, 목욕시설, 서우봉(한식당), 세면도구, 세미나실, 연회장, 욕조, 웨딩홀",오션스위트,10.0,2.0,70000.0,66036.18352300768,95727.21849790552,231
오션그랜드호텔제주,064-783-0007,제주특별자치도 제주시 조천읍 조함해안로 490,33.5425889847,126.665187633,가능,불가,불가,"HABBER Cafe, TV, 드라이기, 목욕시설, 서우봉(한식당), 세면도구, 세미나실, 연회장, 욕조, 웨딩홀",디럭스 온돌,8.0,2.0,70000.0,66036.18352300768,95727.21849790552,232
오션그랜드호텔제주,064-783-0007,제주특별자치도 제주시 조천읍 조함해안로 490,33.5425889847,126.665187633,가능,불가,불가,"HABBER Cafe, TV, 드라이기, 목욕시설, 서우봉(한식당), 세면도구, 세미나실, 연회장, 욕조, 웨딩홀",온돌 스위트,11.0,2.0,70000.0,254100.0,95727.21849790552,233
메모리 인 제주,064-738-8934,제주특별자치도 서귀포시 염돈로 95,33.2571872111,126.4916452683,가능,가능,불가,"TV, 농구장, 드라이기, 목욕시설, 바베큐장, 정원, 취사용품",한실,30.0,2.0,98000.0,98000.0,134018.1058970677,234
메모리 인 제주,064-738-8934,제주특별자치도 서귀포시 염돈로 95,33.2571872111,126.4916452683,가능,가능,불가,"TV, 농구장, 드라이기, 목욕시설, 바베큐장, 정원, 취사용품",복층,30.0,4.0,149000.0,149000.0,203762.222231256,235
메모리 인 제주,064-738-8934,제주특별자치도 서귀포시 염돈로 95,33.2571872111,126.4916452683,가능,가능,불가,"TV, 농구장, 드라이기, 목욕시설, 바베큐장, 정원, 취사용품",양실,30.0,2.0,98000.0,98000.0,134018.1058970677,236
메모리 인 제주,064-738-8934,제주특별자치도 서귀포시 염돈로 95,33.2571872111,126.4916452683,가능,가능,불가,"TV, 농구장, 드라이기, 목욕시설, 바베큐장, 정원, 취사용품",키즈룸 C,30.0,4.0,149000.0,149000.0,203762.222231256,237
메모리 인 제주,064-738-8934,제주특별자치도 서귀포시 염돈로 95,33.2571872111,126.4916452683,가능,가능,불가,"TV, 농구장, 드라이기, 목욕시설, 바베큐장, 정원, 취사용품",키즈룸 A/B,30.0,2.0,98000.0,98000.0,134018.1058970677,238
샤이니호텔,064-783-5089,제주특별자치도 제주시 구좌읍 송당4길 7,33.4707099625,126.7842817191,가능,불가,불가,"TV, 목욕시설, 세면도구, 식당, 욕조",싱글+싱글,8.0,2.0,60000.0,56602.44301972087,82051.9015696333,239
샤이니호텔,064-783-5089,제주특별자치도 제주시 구좌읍 송당4길 7,33.4707099625,126.7842817191,가능,불가,불가,"TV, 목욕시설, 세면도구, 식당",더블+더블,10.0,2.0,60000.0,56602.44301972087,82051.9015696333,240
샤이니호텔,064-783-5089,제주특별자치도 제주시 구좌읍 송당4길 7,33.4707099625,126.7842817191,가능,불가,불가,"TV, 목욕시설, 식당",더블+싱글,10.0,2.0,60000.0,56602.44301972087,82051.9015696333,241
빌레리조트,064-799-2002,제주특별자치도 제주시 애월읍 고내로13길 79,33.4711501605,126.3469835852,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 욕조, 취사용품",21평형,21.0,2.0,40000.0,40000.0,54701.26771308886,242
빌레리조트,064-799-2002,제주특별자치도 제주시 애월읍 고내로13길 79,33.4711501605,126.3469835852,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 욕조, 취사용품",26평형,26.0,6.0,70000.0,70000.0,95727.21849790552,243
빌레리조트,064-799-2002,제주특별자치도 제주시 애월읍 고내로13길 79,33.4711501605,126.3469835852,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 욕조, 취사용품",32평형,32.0,8.0,110000.0,80000.0,150428.4862109944,244
빌레리조트,064-799-2002,제주특별자치도 제주시 애월읍 고내로13길 79,33.4711501605,126.3469835852,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 욕조, 취사용품",45평형,45.0,10.0,120000.0,100000.0,164103.8031392666,245
빌레리조트,064-799-2002,제주특별자치도 제주시 애월읍 고내로13길 79,33.4711501605,126.3469835852,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 취사용품",55평형,55.0,15.0,130000.0,110000.0,177779.1200675388,246
빌레리조트,064-799-2002,제주특별자치도 제주시 애월읍 고내로13길 79,33.4711501605,126.3469835852,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 취사용품",괸당 별채,60.0,8.0,210000.0,210000.0,287181.6554937165,247
제주올레하우스,064-783-1152,제주특별자치도 제주시 구좌읍 덕행로 450-23,33.5133329329,126.7784506914,불가,가능,불가,"TV, 그네, 데크&발코니, 드라이기, 목욕시설, 바베큐장, 세면도구, 수영장, 정원, 취사용품",[올레하우스1] 25평,25.0,4.0,230000.0,230000.0,314532.289350261,248
제주올레하우스,064-783-1152,제주특별자치도 제주시 구좌읍 덕행로 450-23,33.5133329329,126.7784506914,불가,가능,불가,"TV, 그네, 데크&발코니, 드라이기, 목욕시설, 바베큐장, 세면도구, 수영장, 정원, 취사용품",[올레하우스1] 28평,28.0,4.0,250000.0,250000.0,341882.9232068054,249
제주올레하우스,064-783-1152,제주특별자치도 제주시 구좌읍 덕행로 450-23,33.5133329329,126.7784506914,불가,가능,불가,"TV, 그네, 데크&발코니, 드라이기, 목욕시설, 바베큐장, 세면도구, 수영장, 정원, 취사용품","1,2층",99.0,16.0,600000.0,600000.0,820519.015696333,250
제주올레하우스,064-783-1152,제주특별자치도 제주시 구좌읍 덕행로 450-23,33.5133329329,126.7784506914,불가,가능,불가,"TV, 그네, 데크&발코니, 드라이기, 목욕시설, 바베큐장, 세면도구, 수영장, 정원, 취사용품",[올레하우스1] 46평,46.0,8.0,350000.0,300000.0,478636.0924895276,251
제주올레하우스,064-783-1152,제주특별자치도 제주시 구좌읍 덕행로 450-23,33.5133329329,126.7784506914,불가,가능,불가,"TV, 그네, 데크&발코니, 드라이기, 목욕시설, 바베큐장, 세면도구, 수영장, 정원, 취사용품",[올레하우스2] 30평,30.0,4.0,200000.0,200000.0,273506.3385654443,252
제주올레하우스,064-783-1152,제주특별자치도 제주시 구좌읍 덕행로 450-23,33.5133329329,126.7784506914,불가,가능,불가,"TV, 그네, 데크&발코니, 드라이기, 목욕시설, 바베큐장, 세면도구, 수영장, 정원, 취사용품",[올레하우스1] 53평,53.0,8.0,400000.0,350000.0,547012.6771308887,253
고망난돌민박,0507-1401-1060,제주특별자치도 서귀포시 성산읍 일주동로 5464,33.3531185797,126.8578558136,가능,가능,불가,"TV, 공동부엌, 드라이기, 목욕시설, 욕조, 취사용품",침대,8.0,2.0,75000.0,70753.05377465108,102564.8769620416,254
고망난돌민박,0507-1401-1060,제주특별자치도 서귀포시 성산읍 일주동로 5464,33.3531185797,126.8578558136,가능,가능,불가,"TV, 공동부엌, 드라이기, 목욕시설",온돌,7.0,2.0,75000.0,70753.05377465108,102564.8769620416,255
숨 게스트하우스 제주공항점,,제주특별자치도 제주시 서광로5길 2-2(용담일동),33.5004440214,126.5146572306,가능,불가,불가,"공용PC실, 공용주방, 드라이기, 세탁시설",2인실 도미토리,2.0,1.0,25000.0,25000.0,30000.0,256
숨 게스트하우스 제주공항점,,제주특별자치도 제주시 서광로5길 2-2(용담일동),33.5004440214,126.5146572306,가능,불가,불가,"공용PC실, 공용주방, 드라이기, 세탁시설",트윈 더블룸,3.0,2.0,60000.0,60000.0,82051.9015696333,257
숨 게스트하우스 제주공항점,,제주특별자치도 제주시 서광로5길 2-2(용담일동),33.5004440214,126.5146572306,가능,불가,불가,"공용PC실, 공용주방, 드라이기, 세탁시설",4인실 도미토리,4.0,1.0,22000.0,22000.0,30085.69724219888,258
숨 게스트하우스 제주공항점,,제주특별자치도 제주시 서광로5길 2-2(용담일동),33.5004440214,126.5146572306,가능,불가,불가,"공용PC실, 공용주방, 드라이기, 세탁시설",6인실 도미토리,6.0,1.0,20000.0,20000.0,27350.63385654443,259
숨 게스트하우스 제주공항점,,제주특별자치도 제주시 서광로5길 2-2(용담일동),33.5004440214,126.5146572306,가능,불가,불가,"공용PC실, 공용주방, 드라이기, 세탁시설",MINT 여성전동 6인실,6.0,1.0,19800.0,19800.0,27077.12751797899,260
숨 게스트하우스 제주공항점,,제주특별자치도 제주시 서광로5길 2-2(용담일동),33.5004440214,126.5146572306,가능,불가,불가,"공용PC실, 공용주방, 드라이기, 세탁시설",MINT 여성전동 2인실,6.0,1.0,25000.0,25000.0,34188.29232068054,261
숨 게스트하우스 제주공항점,,제주특별자치도 제주시 서광로5길 2-2(용담일동),33.5004440214,126.5146572306,가능,불가,불가,"공용PC실, 공용주방, 드라이기, 세탁시설",MINT 여성전동 6인실,6.0,1.0,60000.0,60000.0,82051.9015696333,262
신신호텔 제주오션,,제주특별자치도 서귀포시 중앙로 14(서귀동),33.2459756789,126.562325505,가능,불가,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 편의점",스탠다드 더블,18.0,2.0,67500.0,54000.0,92308.38926583747,263
신신호텔 제주오션,,제주특별자치도 서귀포시 중앙로 14(서귀동),33.2459756789,126.562325505,가능,불가,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 편의점",오리엔탈 패밀리트윈,29.0,3.0,87300.0,67500.0,165000.0,264
신신호텔 제주오션,,제주특별자치도 서귀포시 중앙로 14(서귀동),33.2459756789,126.562325505,가능,불가,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 편의점",스위트 오션,29.0,3.0,108000.0,81000.0,147693.4228253399,265
신신호텔 제주오션,,제주특별자치도 서귀포시 중앙로 14(서귀동),33.2459756789,126.562325505,가능,불가,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 편의점",유러피안 패밀리트윈,29.0,3.0,87300.0,67500.0,119385.5167838164,266
신신호텔 제주오션,,제주특별자치도 서귀포시 중앙로 14(서귀동),33.2459756789,126.562325505,가능,불가,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 편의점",오리엔탈 디럭스더블,21.0,2.0,76500.0,58500.0,104616.1745012825,267
신신호텔 제주오션,,제주특별자치도 서귀포시 중앙로 14(서귀동),33.2459756789,126.562325505,가능,불가,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 편의점",유러피안 디럭스더블,21.0,2.0,76500.0,58500.0,104616.1745012825,268
신신호텔 제주오션,,제주특별자치도 서귀포시 중앙로 14(서귀동),33.2459756789,126.562325505,가능,불가,불가,"TV, 드라이기, 레스토랑, 목욕시설, 세면도구, 편의점",패밀리트리플,31.0,4.0,108000.0,81000.0,147693.4228253399,269
나.미.송,010-8307-0531,제주특별자치도 제주시 애월읍 평화로 2476-10,33.430314132,126.4177005773,가능,불가,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구",누리채,20.0,6.0,200000.0,200000.0,273506.3385654443,270
나.미.송,010-8307-0531,제주특별자치도 제주시 애월읍 평화로 2476-10,33.430314132,126.4177005773,가능,불가,불가,"PC, TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품",나리채,20.0,4.0,100000.0,100000.0,136753.1692827222,271
제주카사블랑카,010-3755-3800,제주특별자치도 서귀포시 학수암로 107 (호근동),33.2704724292,126.5278584978,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 야외 바베큐장, 정원, 취사용품, 캠프파이어장",카사스테이,42.0,4.0,280000.0,250000.0,280000.0,272
제주카사블랑카,010-3755-3800,제주특별자치도 서귀포시 학수암로 107 (호근동),33.2704724292,126.5278584978,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 야외 바베큐장, 정원, 취사용품, 캠프파이어장",펜션1층,42.0,4.0,250000.0,220000.0,250000.0,273
제주카사블랑카,010-3755-3800,제주특별자치도 서귀포시 학수암로 107 (호근동),33.2704724292,126.5278584978,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 야외 바베큐장, 정원, 취사용품, 캠프파이어장",펜션2층,42.0,4.0,250000.0,220000.0,250000.0,274
제주카사블랑카,010-3755-3800,제주특별자치도 서귀포시 학수암로 107 (호근동),33.2704724292,126.5278584978,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 야외 바베큐장, 정원, 취사용품, 캠프파이어장",펜션1층+2층,42.0,8.0,500000.0,440000.0,500000.0,275
킴스캐빈,064-783-5026,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 88-54,33.4744889754,126.8866921967,가능,가능,가능,"TV, 목욕시설, 세면도구, 취사용품, 카페",커플룸1,15.0,2.0,60000.0,60000.0,82051.9015696333,276
킴스캐빈,064-783-5026,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 88-54,33.4744889754,126.8866921967,가능,가능,가능,"TV, 목욕시설, 세면도구, 취사용품, 카페",커플룸2,15.0,2.0,70000.0,70000.0,95727.21849790552,277
킴스캐빈,064-783-5026,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 88-54,33.4744889754,126.8866921967,가능,가능,가능,"TV, 목욕시설, 세면도구, 취사용품, 카페",가족룸,15.0,4.0,90000.0,90000.0,123077.8523544499,278
킴스캐빈,064-783-5026,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 88-54,33.4744889754,126.8866921967,가능,가능,가능,"TV, 목욕시설, 세면도구, 취사용품, 카페",2인 전용도미토리,15.0,2.0,90000.0,90000.0,123077.8523544499,279
끄라비 펜션,064-733-3399,제주특별자치도 서귀포시 토평로148번길 28(토평동),33.2795057737,126.5914111187,가능,가능,불가,"TV, 목욕시설, 바베큐장, 세면도구, 잔디정원, 취사용품, 캠프파이어장",스탠다드,12.0,2.0,110000.0,100000.0,170000.0,280
끄라비 펜션,064-733-3399,제주특별자치도 서귀포시 토평로148번길 28(토평동),33.2795057737,126.5914111187,가능,가능,불가,"TV, 목욕시설, 바베큐장, 세면도구, 잔디정원, 취사용품, 캠프파이어장",디럭스,15.0,2.0,120000.0,110000.0,180000.0,281
끄라비 펜션,064-733-3399,제주특별자치도 서귀포시 토평로148번길 28(토평동),33.2795057737,126.5914111187,가능,가능,불가,"TV, 목욕시설, 바베큐장, 세면도구, 잔디정원, 취사용품, 캠프파이어장",패밀리 스위트,25.0,4.0,190000.0,170000.0,260000.0,282
끄라비 펜션,064-733-3399,제주특별자치도 서귀포시 토평로148번길 28(토평동),33.2795057737,126.5914111187,가능,가능,불가,"TV, 목욕시설, 바베큐장, 세면도구, 잔디정원, 취사용품, 캠프파이어장",로얄 스위트 42평형,42.0,6.0,320000.0,300000.0,420000.0,283
끄라비 펜션,064-733-3399,제주특별자치도 서귀포시 토평로148번길 28(토평동),33.2795057737,126.5914111187,가능,가능,불가,"TV, 목욕시설, 바베큐장, 세면도구, 잔디정원, 취사용품, 캠프파이어장",스위트,18.0,2.0,130000.0,120000.0,190000.0,284
끄라비 펜션,064-733-3399,제주특별자치도 서귀포시 토평로148번길 28(토평동),33.2795057737,126.5914111187,가능,가능,불가,"TV, 목욕시설, 바베큐장, 세면도구, 잔디정원, 취사용품, 캠프파이어장",디럭스 스위트,22.0,2.0,140000.0,130000.0,200000.0,285
끄라비 펜션,064-733-3399,제주특별자치도 서귀포시 토평로148번길 28(토평동),33.2795057737,126.5914111187,가능,가능,불가,"TV, 목욕시설, 바베큐장, 세면도구, 잔디정원, 취사용품, 캠프파이어장",로얄 스위트 35평형,35.0,6.0,270000.0,250000.0,360000.0,286
제주메이더호텔,064-766-8888,제주특별자치도 제주시 구좌읍 일주동로 1626,33.5519913876,126.7066671474,가능,불가,불가,"TV, 노래방, 드라이기, 레스토랑, 루프탑, 목욕시설, 세미나실, 수영장, 연회장",스탠다드,7.0,2.0,100000.0,94337.40503286812,136753.1692827222,287
제주메이더호텔,064-766-8888,제주특별자치도 제주시 구좌읍 일주동로 1626,33.5519913876,126.7066671474,가능,불가,불가,"TV, 노래방, 드라이기, 레스토랑, 루프탑, 목욕시설, 세미나실, 수영장, 연회장",스탠다드 오션뷰,6.0,2.0,100000.0,94337.40503286812,136753.1692827222,288
제주메이더호텔,064-766-8888,제주특별자치도 제주시 구좌읍 일주동로 1626,33.5519913876,126.7066671474,가능,불가,불가,"TV, 노래방, 드라이기, 레스토랑, 루프탑, 목욕시설, 세미나실, 수영장, 연회장",디럭스 트윈,9.0,2.0,100000.0,94337.40503286812,136753.1692827222,289
제주메이더호텔,064-766-8888,제주특별자치도 제주시 구좌읍 일주동로 1626,33.5519913876,126.7066671474,가능,불가,불가,"TV, 노래방, 드라이기, 레스토랑, 루프탑, 목욕시설, 세미나실, 수영장, 연회장",프리미엄 디럭스,10.0,2.0,100000.0,94337.40503286812,136753.1692827222,290
제주메이더호텔,064-766-8888,제주특별자치도 제주시 구좌읍 일주동로 1626,33.5519913876,126.7066671474,가능,불가,불가,"TV, 노래방, 드라이기, 레스토랑, 루프탑, 목욕시설, 세미나실, 수영장, 연회장",스탠다드 온돌,9.0,2.0,100000.0,94337.40503286812,136753.1692827222,291
