tourist_id,tourist_x,tourist_address_x,theme2,star,Like,scrap,telephone_x,소개,주요목적,평균 소요 시간,상세 정보,경사도(난이도),X_COORD,Y_COORD,요금 정보,편의시설,장소 특성,평일_시작,평일_끝,주말_시작,주말_끝,category,img_url
CONT_000000000500129,당오름,제주특별자치도 제주시 구좌읍 송당리 산 199-1,"['커플', '친구', '혼자', '맑음', '오름', '자연경관', '도보여행', '도보']",5.0,2,7,(+82),제주 신당의 원조격인 본향당이 자리를 튼 곳,,1.569672131147541,,,126.775901378051,33.4672211977247,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/78a51ddd-c3c3-4e1b-976e-c1649ced670d.jpg
CONT_000000000500131,당오름,제주특별자치도 제주시 한경면 용수리 산 18,"['오름', '걷기/등산', '맑음', '가을', '자연경관', '도보여행', '도보']",4.0,0,11,(+82) 064-710-6072,푸른 바다와 함께 걷는 호젓한 산책길,,1.569672131147541,,,126.173556061132,33.3082689284321,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/073b8204-09b1-42ab-846e-522ea1273808.jpg
CONT_000000000500134,대수산봉,제주특별자치도 서귀포시 성산읍 고성리 2039-1,"['부모', '아이', '친구', '커플', '혼자', '맑음', '오름', '자연경관', '도보여행', '도보', '어린이']",4.0,1,7,(+82),성산일출봉과 섭지코지가 아름답게 내려다 보이는 곳,,1.569672131147541,,,126.90361651626,33.4382885997475,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/4fea0143-bb4e-47be-af72-e65c23b5d25d.jpg
CNTS_000000000020931,대정해변,제주특별자치도 서귀포시 대정읍 하모리,"['커플', '친구', '아이', '맑음', '해변', '자연경관', '어린이']",5.0,1,35,(+82) 064-760-2772,사라진 모래사장 아래 투명한 제주바다,,1.569672131147541,연중무휴,,126.25393653271,33.2226190237996,,"공용주차장,화장실",,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/26/6cac3e36-91d1-42cb-9fd6-ebeb99e111ee.jpg
CNTS_000000000021006,대포포구,제주특별자치도 서귀포시 대포로,"['포구', '해변', '문화유적지', '자연경관', '역사유적']",,0,0,(+82) --,해상 교통의 요지 대포포구,,1.569672131147541,연중무휴,,126.432274151534,33.2419341340771,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/33a074c8-282f-419e-ab63-14e1a7c949c4.jpg
CNTS_200000000010953,도치돌 알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293,"['아이', '커플', '맑음', '흐림', '휴식/힐링', '체험관광', '사계절', '자연경관', '체험', '어린이', '어트랙션', '반려동물', '반려동물동반입장', '반려동물동반_관광지']",5.0,0,146,(+82) 064-799-6690,애월 숲속에 자리한 제주 유일의 알파카전문목장이다. 알파카먹이주기체험 및 동물교감체험이 가능하다.,,1.569672131147541,"이용시간 - 연중무휴, 우천 시 문의 후 방문 -동절기(12월~ 2월): 10:00~ 17:30. *17:00 입장마감. -하절기(3월~ 11월): 10:00~ 18:00. *17:00 입장마감/ 소형견, 중형견 입장가능 / 10kg 미만 입장 가능 / 케이지 사용 및 꼭 안고 이동.",,126.36573023443,33.4099506881118,"유료,성인.청소년.어린이 15,000원 도민 12,000원 장애인.경로 7,500원",,,10:00:00,18:00:00,10:00:00,18:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/imgpath/202409/06/3036982b-c609-4e9b-a221-b3737abad2b6.jfif
CNTS_000000000022262,동산농원 딸기체험장,제주특별자치도 제주시 한경면 저지리 1448-2,"['친구', '아이', '커플', '실내', '체험관광', '체험', '어린이', '어트랙션']",5.0,0,37,(+82) 010-9838-2479,제주시 한경면 저지리에 위치한 딸기체험장,,1.569672131147541,"6월~12월까지는 밭 정비와 딸기 식재, 성장기로 휴무,12월 재오픈시 인스타그램 공지 *2023년 기준",,126.245959740199,33.333590023073,"유료,1인 15,000원",화장실,,09:00:00,15:00:00,09:00:00,15:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/330b19cc-4803-4444-8953-d00770a43efc.jpg
CONT_000000000500163,둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,"['오름', '걷기/등산', '자연경관']",5.0,1,0,(+82) 064-783-2619,제주도를 한눈에 내려다볼 수 있는 둔지봉,,1.569672131147541,,,126.796490636361,33.502866924037,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201907/29/3acce4dc-9217-4767-9be6-51baaa584a02.jpg
CONT_000000000500169,라온골프클럽,제주특별자치도 제주시 한경면 용금로 998,"['커플', '친구', '액티비티', '골프', '체험', '레저/체험', '어트랙션']",5.0,2,1,(+82) 064-795-8000,타이거우즈가 격찬하고 콜린 몽고메리가 설계한 제주서부의 명품 골프클럽,,1.7794117647058822,"연중무휴, 구정 및 추석은 별도 공지 / 경기가능시간: 일출시간부터 일몰시간까지 / 예약실: 토,일요일,공휴일 휴무",,126.2796233,33.34055282,"유료,월별, 요일별 요금이 상이하니 홈페이지 확인 요망","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,08:30:00,17:30:00,08:30:00,17:30:00,레저스포츠,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/a121f31a-3cd0-45a2-9529-d74964df5b7e.jpg
CONT_000000000500178,마복이오름,제주특별자치도 서귀포시 안덕면 상천리 산 83,"['오름', '걷기/등산', '자연경관', '도보여행', '도보']",5.0,0,3,(+82) 064-793-5015,마파람이 시원한 마복이 오름,,1.569672131147541,,,126.391192432868,33.3195212481565,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/28/4fe3aac4-c96b-4f77-bafa-a71d8042d244.JPG
CNTS_000000000019656,마원,제주특별자치도 제주시 조천읍 선흘리 2107-2,"['부모', '커플', '친구', '아이', '맑음', '액티비티', '체험', '레저/체험', '어린이', '어트랙션']",4.0,0,25,(+82) 010-8229-0615,제주의 풍경을 즐기면서 편안하게 말을 탈 수 있는 승마체험,,1.569672131147541,예약 후 방문 요망,,126.700241493348,33.4907350762947,"유료,승마 기본코스(10분) 정상가 12,000원 야간 15,000원 / 천연염색&마유비누 체험 10,000원","현금결제,카드결제,화장실,편의점",,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/d11c5a65-5c46-49e6-aa0d-68bfb62e5dcc.png
CNTS_200000000008001,머체왓숲길,제주특별자치도 서귀포시 남원읍 서성로 755,"['웰니스', '자연', '숲', '치유', '숲길', '걷기', '커플', '자연경관', '도보여행', '도보', '언택트', '무장애관광', '2023_관광10선_봄', 'Moment_봄']",5.0,4,84,(+82) 064-805-3113,"족욕 체험장, 피크닉 카페 등 다양한 테마가 어우러진 숲길",,2.5,"연중무휴, (3월~10월) 08:30~18:00 ,(11~2월) 08:30~17:30",,126.673899820322,33.3305225860707,"유료,숲길 탐방 무료, 탐방해설 프로그램 유료(사전 문의 및 예약 필수)","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202108/03/b625f1d6-54f7-40fd-9339-6fdd1678417c.jpg
CONT_000000000500190,모구리오름,제주특별자치도 서귀포시 성산읍 서성일로 260,"['오름', '걷기/등산', '자연경관', '도보여행', '도보']",5.0,1,4,(+82),편백나무 숲길에서 느끼는 깨끗한 공기와 모구리 야영장에서의 특별한 추억,,1.569672131147541,,,126.822158983854,33.4066281682593,,"공용주차장,화장실",,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/339d2abf-91ce-45fa-af6e-d68b6e791c19.jpg
CONT_000000000500194,모지오름,제주특별자치도 서귀포시 표선면 성읍리 산 22,"['혼자', '친구', '맑음', '경관/포토', '휴식/힐링', '액티비티', '오름', '사계절', '자연경관', '체험', '도보여행', '도보', '레저/체험', '포토스팟', '어트랙션']",5.0,1,6,(+82) 064-760-2913,어머니가 아들을 안은 형체 모지오름,,1.569672131147541,,,126.771767130403,33.3963983819816,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/328fb40a-6044-4741-8a67-befbffbd1108.jpg
CONT_000000000500206,미악산,제주특별자치도 서귀포시 인정오름로 387-63,"['부모', '커플', '혼자', '친구', '아이', '맑음', '오름', '자연경관', '도보여행', '도보', '어린이']",5.0,0,6,(+82) 064-760-4693,서귀포 시내를 한눈에 담을 수 있는 미악산,,1.569672131147541,,,126.554207940477,33.3005646590644,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/84c0bffd-1dd6-48f5-b02d-a86ac547c0c1.jpg
CONT_000000000500213,민오름,제주특별자치도 제주시 조천읍 선흘리 산 141,"['부모', '커플', '혼자', '경관/포토', '휴식/힐링', '액티비티', '오름', '청년', '중/장년', '휴식/치유', '자연경관', '체험', '도보여행', '도보', '레저/체험', '포토스팟']",4.0,0,6,(+82),개척을 거부하는 제주 자연의 민오름,,1.569672131147541,,,126.694700929642,33.4454512015762,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/eb1d1ad1-d892-4440-ad0d-2ce0d7f03e36.jpg
CONT_000000000500225,방림원,제주특별자치도 제주시 한경면 용금로 864,"['휴식/힐링', '자연경관', '안전여행스탬프', '반려동물', '반려동물동반입장', '테마공원', '반려동물동반_관광지', '무장애관광']",4.0,1,49,(+82) 064-773-0090,"국내최초 세계야생화 작품 전시 박물관, 저지리 예술인 마을에 위치","공연/전시,포토스팟",1.0,"연중무휴, 3월~10월: 09:00~18:00 / 11월~2월: 09:00~17:00 (입장마감 폐장 1시간전) / 소형견, 중형건, 대형견 입장가능 / 프로그램 체험은 어려움 / 동물보호법에 따라 목줄 또는 가슴줄 길이 2미터 이내로 유지 배변봉투 필수 / 내부 카페 반려동물 입장 가능",중,126.2685278,33.33714664,"유료,성인 8,000원, 청소년,어린이,경로인,도민,장애인 6,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",실내+실외,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/c783bc80-2b73-4f3d-bff9-55745d58c880.jpg
CNTS_000000000022862,북촌국민학교,제주특별자치도 제주시 조천읍 일주동로 1481,"['문화유적지', '문화관광', '역사유적', '어트랙션']",5.0,2,4,(+82) --,4·3 당시 최대의 피해마을인 북촌리 학살의 상징으로 남아있는 곳,,1.21875,,,126.691362701874,33.5479352638407,,,,,,,,역사유적지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/13/874256f9-97a5-4d11-b8e0-6bff11748237.jpeg
CNTS_000000000019692,비양도등대,제주특별자치도 제주시 한림읍 비양도길 84비양도,"['등대', '경관/포토', '맑음', '봄', '포토스팟']",5.0,2,16,(+82) --,비양도의 비양오름 정상에 있는 무인등대,,1.569672131147541,,,126.9723466,33.51441822,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/13/34052e39-2b02-4f48-92c1-f37137061517.jpg
CONT_000000000500001,산방산유람선,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,"['경관/포토', '부모', '맑음', '봄', '포토스팟']",5.0,1,137,(+82) 064-792-1188~9,"세계지질공원으로 인증된 산방산,용머리 해안을 산방산 유람선에서 감상하세요.",,1.569672131147541,1항차 11:00 2항차 14:10 3항차 15:20 ※ 특별항차는 단독으로 운항하며 별도 문의,,126.335235246783,33.2369971040116,"유료,성인 19,000원, 청소년.경로인 17,000원, 소인 9,500원, 유아 9,000원, 24개월 미만 무료, 도민 해양공원입장료 면제","공용주차장,편의점",,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/04ea2078-f578-4537-a962-c778cd55fc74.gif
CONT_000000000500292,산천단,제주특별자치도 제주시 아라일동 375-4,"['휴식/힐링', '문화유적지', '사계절', '자연경관', '역사유적']",5.0,0,15,(+82) 064-710-6652,우리나라에서 가장 오래된 노목인 곰솔과 함께한 산천단의 역사,,1.569672131147541,"연중무휴/하절기 08:30~18:00, 동절기 09:00~17:30",,126.554377685968,33.447338490736,,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e65859f4-e635-4715-80ba-02b344deca40.jpg
CNTS_000000000021635,삼양해안도로,제주특별자치도 제주시 삼양2동,"['해변', '드라이브', '커플', '맑음', '자연경관']",5.0,1,32,(+82) --,짧지만 강렬한 아름다움,,1.569672131147541,,,126.584664643949,33.5228672016569,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/23/f3a237c1-63fb-429b-8963-51e9ba0fc50d.JPG
CNTS_000000000018445,삼화포구,제주특별자치도 제주시 서흘1길 26,"['포구', '해변', '문화유적지', '자연경관', '역사유적']",5.0,0,5,(+82) --,삼양과 화북 사이에 위치한 포구,,1.569672131147541,,,126.58910383497,33.5287474013985,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8679fe48-1585-4c5a-9543-a162b53aa508.jpg
CNTS_200000000008013,샤이니숲길,제주특별자치도 제주시 조천읍 교래리 719-10,"['제주도', '제주여행', '제주동쪽가볼만한곳', '제주숲길', '숲길', '힐링', '제주스팟', '제주인생샷']",5.0,5,223,(+82),나무 사이로 들어오는 빛이 아름다운 ‘샤이니숲길’,포토스팟,1.0,"주차장 없음, 차도이므로 촬영시 주의",하,126.661749005986,33.4272549268897,무료,,실내,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/23/a060deb8-d18f-4c1c-9a6c-cf2ecb17cda6.jpg
CNTS_000000000018755,서광승마장,제주특별자치도 서귀포시 안덕면 녹차분재로 239,"['승마', '액티비티', '친구', '커플', '체험', '레저/체험', '어트랙션']",5.0,0,36,(+82) 064-794-5220,"산, 오름 그리고 말",,1.7794117647058822,"매월 첫째 셋째 목요일, 설날(구정)과 추석 당일",,126.29088103858,33.3024690803404,,"공용주차장,현금결제,카드결제,화장실,흡연구역,편의점",,09:30:00,17:30:00,09:30:00,17:30:00,레저스포츠,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9bcecb09-0ddd-4ccf-b1bb-9b1972fdb489.jpg
CNTS_000000000022768,서머셋 제주신화월드 호텔앤리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,"['호텔', '숙소', '리조트', '조식', '수영장', '힐링', '제주신화월드서머셋', '리조트', '4성급호텔', '제주신화월드', '럭셔리트래블인제주', '무장애관광', '반려동물동반입장', '반려동물동반_숙소', '펫동반호텔']",5.0,2,36,(+82) 1670-8800,"3대가 함께하는 프리미엄 패밀리 리조트, 이젠 사랑하는 반려견과도 함께하세요!",,1.8,"탐모라 수영장, 탐모라 피트니스 ,탐모라 찜질방(랜딩/신화/메리어트 투숙객 및 외부 고객 대상) 성인 30,000원, 소인 15,000원",,126.317536700937,33.3028879130473,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설",,,,,,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202311/01/016e3ffb-a811-4229-ac2f-271e2411caaa.jpg
CNTS_000000000022377,성산포항,서귀포시 성산읍 성산등용로 130-21,"['해변', '맑음', '자연경관', '어트랙션']",5.0,0,38,(+82) --,제주특별자치도 서귀포시 성산읍에 있는 연안항,,1.569672131147541,,,126.9332938,33.47345966,,공용주차장,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3a33bca2-f93e-4799-8cc0-629a2fbb081b.jpg
CNTS_300000000012850,성읍녹차동굴,제주특별자치도 서귀포시 표선면 중산간동로 4772,"['표선', '포토존']",5.0,0,8,(+82) 064-787-6888,자연이 만들어 준 최고의 포토존,,1.569672131147541,연중무휴,,126.791069678089,33.3818381582882,,,,09:00:00,17:30:00,09:00:00,17:30:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202311/22/a45df209-656f-4f98-848d-409f1d074830.jpg
CNTS_000000000020789,소노캄제주,제주특별자치도 서귀포시 표선면 일주동로 6347-17,"['반려동물', '반려동물동반입장', '반려동물동반_숙소', '숙소']",4.0,4,60,(+82) 1588-4888,소노캄 제주는 자연친화적 리조트로 주변 자연 경관과 조화를 이루도록 8층 높이로 설계되어 외국 휴양지의 편안한 느낌을 선사한다.,,1.569672131147541,"소형견 입장 가능 / 보호자 성인 기준으로 1인당 2마리 가능 / 소형견 12kg 이하로 스위트 객실 기준 기본 1마리 또는 추가로 1마리까지 가능 / 1.5m 리드줄 제공(입실 시 대여, 퇴실 시 반납) / 객실 내 반려동물 방석, 식기, 배변판, 배변시트 3ea, 탈취제, 접착 테이프, 물티슈, 펫 계단 비품 제공",,126.792894733152,33.3060125889033,,"공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,엘리베이터",,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202301/06/7a59a681-3224-4079-8da3-b84ab99600ac.jpg
CONT_000000000500337,숨도,제주특별자치도 서귀포시 일주동로 8941 (호근동),"['테마공원', '비.눈', '흐림', '사계절', '실내관광지', '문화관광', '박물관', '언택트', '어트랙션', '우수관광사업체', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_관광지']",5.0,1,38,(+82) 064-739-5588,용암의 신비를 담은 예술 정원,,1.569672131147541,"연중무휴, 매표마감(17:30), 카페숨도 : 연중무휴, 09:00~18:00 / 반려동물 입장가능, 리드줄 착용 필수, 대형견은 입마개 필수, 실내공간 및 카페공간 반려동물 동반 불가, 카페 테라스, 야외석만 반려동물 동반 가능",,126.536521,33.25045551,"유료,성인 6,000원, 군인.청소년 4,000원, 어린이.경로 3,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,08:00:00,18:00:00,08:00:00,18:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/13/fa57d032-e5fd-4ca4-be56-122e6133e054.JPG
CNTS_000000000021404,숫모르편백나무숲길,제주특별자치도 제주시 516로 2596,"['숲길', '걷기/등산', '흐림', '봄', '체험', '도보여행', '도보', '숲']",5.0,2,68,(+82) 064-710-8688,울창한 편백 나무들이 반기는 편백 나무 숲길,,1.569672131147541,연중무휴,,126.597133677587,33.4309974019011,,공용주차장,,09:00:00,18:00:00,09:00:00,18:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/13/32ae17b2-6411-47e8-9988-9984dbaa62ff.jpg
CNTS_000000000022003,쉼터마을 유수암리 농어촌체험마을,제주특별자치도 제주시 애월읍 유수암평화길 14,"['체험관광', '아이', '흐림', '사계절', '체험', '마을산책', '마을관광', '어린이', '어트랙션']",4.0,1,19,(+82) 064-799-2201,중산간 마을에서 보기드문 용천수를 간직한 마을,,1.569672131147541,,,126.402755011903,33.4413631103178,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/14/92b9a662-5669-47df-8efe-1d8ac0908b04.jpg
CNTS_000000000020929,신도포구,제주특별자치도 서귀포시 대정읍 신도리,"['포구', '해변', '문화유적지', '자연경관', '역사유적']",5.0,0,14,(+82) --,도구리를 품속에 둔 신도포구,,1.569672131147541,,,126.189933674405,33.2821934719329,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f4679b48-9fbe-4b4f-b428-5382912b5b83.jpg
CONT_000000000500409,아프리카박물관,제주특별자치도 서귀포시 이어도로 49,"['실내', '미술/박물관', '아이', '비.눈', '겨울', '실내관광지', '문화관광', '박물관', '어트랙션', '안전여행스탬프', '무장애관광']",5.0,2,82,(+82) 064-738-6565,"아프리카박물관은 아름다운 제주를 찾는 국내외 많은 관광객들에게 아프리카 문화를 보다 폭넓게 알리기 위하여 제주 중문관광단지에 그 터를 잡고 있다. 아프리카에 대한 잘못된 인식과 선입견을 바로 잡을 수 있는 방향을 제시하고, 아프리카 생활과 문화를 간접적으로나마 체험할 수 있는 문화공간이다.",공연/전시,1.5,연중무휴 / 이용시간: 10:00~19:00 (매표마감 18:20) / 도슨트 가능 (사전예약 없이 현장 신청 가능),하,126.4293493,33.23974044,"유료,성인 10,000원, 청소년 9,000원, 어린이 8,000원, 경로인, 장애인, 도민 할인 입장","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",실내+실외,10:00:00,19:00:00,10:00:00,19:00:00,"전시회, 박물관 등 문화시설",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/58846e65-cc6c-47b1-93db-05fcf1c0f4f5.jpg
CNTS_000000000018446,알진오름,제주특별자치도 제주시 구좌읍 송당리 880-1,"['커플', '친구', '맑음', '부모', '혼자', '아이', '오름', '자연경관', '도보여행', '도보', '어린이']",5.0,1,9,(+82),가볍게 언덕오르면 멋진 풍경을 볼 수 있는 오름,,1.569672131147541,"사유지로 소유주가 목초지로 운영, 관리중이며 유료로 입장 허용(2024.07.30 기준) / 이용요금: 개별관광객1인 5,000원",,126.78660384304,33.4776330752355,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e399d853-f7f6-401b-b700-1b9bd6789abd.jpg
CNTS_000000000019926,올레여행자센터,제주특별자치도 서귀포시 중정로 22,"['커플', '혼자', '친구', '올레', '도보여행', '도보', '어트랙션', '안전여행스탬프']",3.0,2,6,(+82) 064-762-2190,제주 여행자들의 베이스캠프,,1.569672131147541,"올레스테이 입실 시간 16시, 입실 마감 22시, 퇴실 오전 10시",,126.558657418955,33.2474054910319,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI",,08:00:00,22:00:00,08:00:00,22:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202401/17/f1be063a-474d-4d71-b640-958795e09909.png
CNTS_300000000012822,원더아일랜드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89 (서광리) 제주신화월드 서머셋 클럽하우스,"['미디어전시', '공연', '전시', '유아시설', '아이와함께']",,1,4,(+82) 064-792-3364,국내 최초 미디어기반 스토리파크를 제작한 매직플로우가 선보이는 체험형 미디어 전시관,"체험,유아시설,공연/전시",1.5,이용시간 10:00 ~ 18:00 (입장마감 17:00) 주차안내 : 서머셋 맞은편 신화월드 테마파크 주차장 무료 이용 가능,하,126.317536700937,33.3028879130473,"유료,성인 17,000원, 소인 12,000원","공용주차장,현금결제,카드결제,화장실,유도 및 안내시설",,10:00:00,18:00:00,10:00:00,18:00:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202311/08/e97e7ef7-b373-450d-949e-203f9051f0c1.jpg
CNTS_200000000009031,윈드1947 카트 테마파크,제주특별자치도 서귀포시 토평공단로 78-27,"['제주가볼만한곳', '제주도카트', '테마파크', '제주도카트장', '실외관광지', '제주액티비티', '액티비티', '제주도카트', '카트체험']",5.0,3,158,(+82) 064-733-3500,제주도의 아름다운 남쪽 풍경을 품은 제주 최고의 체험형 테마파크,체험,1.5,"연중무휴 /비수기 : 10:00 ~ 18:00 , 5~9월 : 10:00 ~ 19:00 *운영 종료 30분 전 티켓 마감 / *11:30분 - 12:30분 카트정비 시간",중,126.5888268,33.28951947,"유료,슬림형(2회전) : 1인용 - 25,000원, 2인용 - 35,000원 / 기 본 형(3회전) : 1인용 - 30,000원 , 2인용 - 40,000원 / 실속형(4회전) : 1인용 - 35,000원, 2인용 - 45,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",실외,10:00:00,18:00:00,10:00:00,18:00:00,레저스포츠,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/06/48b3cf30-2314-46d1-ac11-61e43c62ed43.jpg
CNTS_200000000014587,유진팡 열대과일농장,제주특별자치도 서귀포시 남원읍 원님로399번길 31-7,"['관광지', '체험', '반려동물동반입장', '어린이동물농장', '반려동물동반_관광지', '반려동물', '포토스팟', '농장', '유채꽃', '동백', '수국', '봄꽃', '자연경관', '어린이']",5.0,1,17,(+82) 064-762-3116,제주에서 즐기는 이색적인 열대과일농장체험,체험,1.5,운영시간: 10:30~17:30 (연중무휴) 반려동물 동반가능 / 전 연령 이용가능 / 인터넷예약시 입장료 할인 / 만24개월 미만 무료입장 / 보호자 동반 필수,하,126.742515748251,33.3399177575569,"유료,초등학생이상: 9,500원 / 미취학아동: 6,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI",실내+실외,10:00:00,17:30:00,10:00:00,17:30:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202302/14/cfa832cc-80a0-41a2-be5a-17dcaccbecbe.jpg
CNTS_000000000022102,제주 에코 스위츠 펜션,제주특별자치도 서귀포시 중문상로 207-13,"['휴식', '우수관광사업체', '숙소', '휴양펜션', '펜션', '조식', '바비큐', '반려동물보호소', '스파', '공공와이파이존', '해수욕장', '독채', '계곡', '수상레저', '레저/체험', '반려동물동반입장', '반려동물', '반려동물동반_숙소', '착한가격업소']",5.0,1,12,(+82) 064-738-9975,"제주 에코 스위츠 펜션은 트립 어드바이져에서 선정한 2014-2016 트레블러스 초이스부분에서 B&B(Bed and Breakfast, 3성급 이상의 숙박시설)부분에서 수상하였다.",,1.569672131147541,,,126.427737150454,33.2654003297104,,"공용주차장,화장실,무료 WIFI",,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0ed7d9d5-124e-4e90-a4a5-b478d7084fab.jpg
CONT_000000000500556,제주빅볼랜드,제주특별자치도 제주시 구좌읍 송당리 산164-4,"['액티비티', '아이', '맑음', '가을', '체험', '레저/체험', '어린이', '어트랙션']",5.0,6,205,(+82) 1588-6418,커다란 공안에 들어가 언덕을 굴러 내려오는 레포츠,,1.7794117647058822,,,126.3768664,33.38901522,"유료,일반 35,000원, 조브 30,000원, 빅조브 35,000원,","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,09:30:00,17:30:00,09:30:00,18:30:00,레저스포츠,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ebe1eeda-ccaf-4c57-81d5-1dbfb0ef78a2.jpg
CNTS_000000000018501,제주올레 1-1코스,제주특별자치도 제주시 우도면 연평리 2473-1,"['커플', '혼자', '친구', '맑음', '봄', '가을', '올레', '자연경관', '도보여행', '도보']",5.0,8,56,(+82) 064-762-2190,제주도에서 우도로 느리게 걷기,,1.569672131147541,,,126.941694616074,33.505857955496,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201909/05/18cb7912-6ddf-46ca-bdae-d7c11d5906df.jpg
CNTS_000000000019005,제주올레 11코스,제주특별자치도 서귀포시 대정읍 동일리 3168,"['올레', '걷기/등산', '친구', '혼자', '봄', '가을', '자연경관', '도보여행', '도보']",5.0,1,20,(+82) 064-762-2190,"모슬봉의 정상에서, 신평곶자왈의 안에서 느끼는 자연의 아름다움",,1.569672131147541,,,126.249641372047,33.2436706301276,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/14/d20fe6aa-d605-43e9-a98f-e12b31a47127.jpg
