음식점 이름,음식점 주소,전화번호,태그,특징,상세페이지 주소,좌표,lat,lon,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,img,주차시설,가성비,반려동물동반,위생,로컬 맛집,조용한,좋은 분위기,오션뷰,뷰가 좋은,theme,리뷰,has_required_food,id
봉you,제주 서귀포시 안덕면 중산간서로 1817,0507-1323-3206,데이트,"서민적인, 예약, 아침식사, 점심식사, 저녁식사, 반려동물동반, 아기의자, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=CEsk9NOCJ2gN,"{'lat': '33.2868453327711', 'lng': '126.328213898256'}",33.28684533,126.3282139,11:00,19:30,11:00,19:30,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/2283219e-ec40-4e2d-91da-6677a2919227.jpg,True,True,True,False,False,False,False,False,False,"#나가사키짬뽕 #야채볶음 #돈까스
#음식 #돈가스 #흑돼지 #등심돈까스 #안심돈까스 #치즈돈까스 #탕수육 #짬뽕 #불짬뽕 #짜장면 #감자튀김 #해물짬뽕 #고기짬뽕",72.8,False,139
원조삼성혈해물탕본점,제주특별자치도 제주시 선덕로5길 20,0507-1421-3002,제주도민맛집,"원조, 현지인맛집, 아침식사, 연중무휴",https://www.diningcode.com/profile.php?rid=jEivxVdm8HZL,"{'lat': '33.4880031612873', 'lng': '126.499704340824'}",33.48800316,126.4997043,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c3f44c4e-ee77-4453-b623-b33b63e1ce96.jpeg,False,False,False,False,True,False,False,False,False,"#해물탕 #전복뚝배기 #해물뚝배기
#전복회 #산낙지 #음식 #전복해물탕 #전복죽 #문어숙회 #옥돔구이 #고등어구이",79.0,False,140
삼일식당,제주특별자치도 제주시 한림읍 한림상로 92,064-796-3136,"다코숨은맛집, 제주도민맛집, 식사모임, 해장","서민적인, 현지인맛집, 아침식사, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=OxrwlFTVtAmB,"{'lat': '33.408620563017', 'lng': '126.263528189518'}",33.40862056,126.2635282,6:00,14:00,6:00,14:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/32dc5608-ebdd-41a5-88c0-a0e7ce536a13.jpg,True,True,False,False,True,False,False,False,False,"#선지해장국 #내장탕 #해장국
#한식 #음식 #소고기해장국",97.4,False,141
섭지해녀의집,제주특별자치도 서귀포시 성산읍 섭지코지로 95,064-782-0672,"식신로드, 가족외식, 해장","서민적인, 가성비좋은, 아침식사, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=yvjEvPYmeSLI,"{'lat': '33.4329768585971', 'lng': '126.927795526895'}",33.43297686,126.9277955,7:30,18:30,7:30,18:30,https://api.cdn.visitjeju.net/photomng/imgpath/202010/21/be8b4751-04de-440e-8796-2d4ff87b6e6b.JPG,True,True,False,False,False,False,False,False,False,"#해산물 #전복죽 #성게칼국수
#전복회 #해삼 #음식 #전복 #회 #한치회 #소라 #칼국수 #한치 #모둠회 #소라회 #소라숙회 #문어 #문어숙회 #죽 #성게미역국 #성게물회 #전복성게물회 #해물칼국수 #해물라면 #라면 #해삼회",75.6,False,142
성산흑돼지두루치기몸국,제주특별자치도 서귀포시 성산읍 한도로 255,0507-1417-9303,"제주도민맛집, 식사모임","서민적인, 현지인맛집, 아침식사, 점심식사, 저녁식사, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=SCw93D3X95Ks,"{'lat': '33.4661823175885', 'lng': '126.934809521769'}",33.46618232,126.9348095,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/6f0ff31a-a49e-405b-b44b-227e672cbed9.jpg,True,True,False,False,True,False,False,False,False,"#두루치기 #몸국 #한식
#향토음식 #음식 #흑돼지 #흑돼지구이 #흑돼지두루치기 #전복",90.5,False,143
수복강녕,제주특별자치도 제주시 선덕로3길 40,064-744-3564,식사모임,"지역주민이찾는, 예약, 점심식사, 예약필수, 예약가능, 무료주차",https://www.diningcode.com/profile.php?rid=hzpOC7GmUZr7,"{'lat': '33.4884103192221', 'lng': '126.499391464429'}",33.48841032,126.4993915,11:00,16:00,11:00,14:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/35cc3374-ec39-4f15-8ee3-c0708149e7b8.jpg,True,False,False,False,True,False,False,False,False,"#한식 #떡갈비 #수제떡갈비
#음식 #정식 #2022고메페스타 #한정식 #돼지수제떡갈비 #한우떡갈비 #한우수제떡갈비 #떡갈비정식",73.0,False,144
성산갈치조림순덕이네,제주특별자치도 서귀포시 성산읍 온평서로 48,0507-1317-0073,"다코숨은맛집, 생활의달인, 술모임","서민적인, 원조, 아침식사, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=fLFI68V2w5qv,"{'lat': '33.4122267204069', 'lng': '126.896584074995'}",33.41222672,126.8965841,09:30,18:00,09:30,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/746ab3f4-3a58-4c7a-bc3e-0c07a703e9fe.jpg,True,True,False,False,False,False,False,False,False,"#전복죽 #해물탕 #성게톳밥
#돌문어볶음 #음식 #문어볶음 #돌문어 #전 #부침개 #죽 #갈치조림 #고등어조림 #묵은지고등어조림 #옥돔구이 #성게전복미역국 #전복해물뚝배기 #뚝배기 #해물뚝배기",88.8,False,145
순천미향제주산방산본점,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-73,064-792-2004,"가족외식, 아이동반","경관/야경이좋은, 오션뷰, 아침식사, 점심식사, 저녁식사, 바다가보이는, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=RbpDgsWJ8yLY,"{'lat': '33.2356694064218', 'lng': '126.312482417814'}",33.23566941,126.3124824,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f29fa675-995d-4095-9462-ff5ffbf29b5a.png,True,False,True,False,False,False,False,True,True,"#제육볶음 #갈치조림 #고등어조림
#음식 #전복버터구이 #제주갈치조림 #전복뚝배기 #삼합 #갈치구이 #고등어구이 #전복구이 #전복해물뚝배기 #뚝배기 #성게미역국",89.4,False,146
저팔계깡통연탄구이,제주특별자치도 제주시 조천읍 신북로 577대명리조트 B동 1층,064-783-1950,"데이트, 술모임","시끌벅적한, 예약, 저녁식사, 연탄구이, 연탄불, 무료주차",https://www.diningcode.com/profile.php?rid=IekQ2gDbA7zw,"{'lat': '33.5410260306975', 'lng': '126.67113074618'}",33.54102603,126.6711307,16:00,23:00,16:00,23:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f640fc11-8ad5-4620-ae90-3800243464e0.jpg,True,False,False,False,False,False,False,False,False,"#흑돼지구이 #흑돼지전복세트 #김치찌개
#성게미역국 #음식 #흑돼지 #오겹살 #흑돼지오겹살 #목살 #가브리살 #소시지 #야채구이 #버섯구이 #전복 #새우 #갑오징어 #흑돼지김치찌개 #된장찌개 #냉면 #비빔냉면 #물냉면 #회냉면",104.6,False,147
예지원,제주특별자치도 서귀포시 천제연로 129,0507-1475-9577,"단체모임, 가족모임","깔끔한, 예약, 아침식사, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=rSPrUoO4axJv,"{'lat': '33.2539605097022', 'lng': '126.419266288453'}",33.25396051,126.4192663,8:00,21:00,8:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/644a8c25-c6ee-44aa-a1e1-e7f0f2dcd5e5.jpg,True,False,False,True,False,False,False,False,False,"#해산물 #전복뚝배기 #고등어구이
#옥돔구이 #성게미역국 #음식 #갈치조림 #갈치구이 #해물탕 #전복죽 #무장애관광",64.5,False,148
카페신상,제주특별자치도 제주시 테우해안로 166 (이호일동),064-805-9398,"차모임, 혼카페","경관/야경이좋은, 오션뷰, 테라스, 정원",https://www.diningcode.com/profile.php?rid=dCdKIvq3T8UO,"{'lat': '33.4968189326148', 'lng': '126.451495762171'}",33.49681893,126.4514958,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d40687d5-6017-4cb8-b1a8-8f2dff4dda4f.jpg,False,False,False,False,False,False,False,True,True,"#회정식 #활어회 #갈치구이
#횟집 #해산물 #광어회 #회",78.8,False,149
올랭이와물꾸럭,제주특별자치도 서귀포시 대정읍 신영로 93-5,0507-1321-5022,"한국인의밥상, vj특공대, 식사모임","예약, 얼큰, 예약필수, 예약가능, 무료주차",https://www.diningcode.com/profile.php?rid=MspA3w4uKdIx,"{'lat': '33.2210961590884', 'lng': '126.252848331738'}",33.22109616,126.2528483,17:00,21:00,16:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/800d3c99-064f-4c02-9ea4-c0617c0870c3.jpg,True,False,False,False,False,False,False,False,False,"#해물 #방어회 #방어찜
#감귤김치 #음식 #방어 #문어 #문어숙회 #문어덮밥 #문어삼합",76.4,False,150
우도아름다운소풍,제주특별자치도 제주시 우도면 우도해안길 446,010-5607-4448,"데이트, 기념일","예약, 데이트하기좋은, 아침식사, 점심식사, 바다가보이는, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=qC2Fe8H4y1eW,"{'lat': '33.5148835469277', 'lng': '126.949513620952'}",33.51488355,126.9495136,8:30,19:00,8:30,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7222d61d-ce86-49c9-bf82-b506f893db47.gif,True,False,True,False,False,False,False,True,False,"#중식 #한라산볶음밥 #해물짬뽕
#전복스테이크 #음식 #짜장면 #짬뽕 #뿔소라 #볶음밥 #탕수육",54.3,False,151
유리네,제주특별자치도 제주시 연북로 146,0507-1449-0893,"가족외식, 회식","시끌벅적한, 향토음식, 아침식사, 점심식사, 저녁식사, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=ov8sQH6mXurb,"{'lat': '33.4814699139794', 'lng': '126.497111923035'}",33.48146991,126.4971119,9:00,21:00,9:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7aacc487-aeb7-49f6-ba98-667ff78c7ca6.jpg,True,False,False,False,False,False,False,False,False,"#갈치구이 #성게국 #고등어조림
#갈치국 #몸국 #음식 #제주갈치구이 #성게미역국 #물회 #2022고메페스타",84.4,False,152
이드레국수,제주특별자치도 서귀포시 천제연로 93,064-738-8777,"아이동반, 혼밥","지역주민이찾는, 아기랑, 아침식사, 점심식사, 저녁식사, 좌식, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=iTnioeNtNKUM,"{'lat': '33.2552764918427', 'lng': '126.41566183609'}",33.25527649,126.4156618,9:30,21:00,9:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201911/04/450fa34c-0f89-4d4f-b836-2f94b713dbf9.jpg,True,False,False,False,True,False,False,False,False,"#고기국수 #회국수 #성게국수
#전복회국수 #돔베고기 #음식 #비빔국수 #코다리회막국수 #국수 #보말칼국수 #칼국수 #전복구이 #만두",81.0,False,153
제주오성,제주특별자치도 서귀포시 중문관광로 27,0507-1315-3120,"가족외식, 아이와함께","푸짐한, 아기랑, 아침식사, 점심식사, 저녁식사, 유아의자, 무료주차, 발렛파킹",https://www.diningcode.com/profile.php?rid=BNgEyNF5ZInZ,"{'lat': '33.2557026953152', 'lng': '126.414666453661'}",33.2557027,126.4146665,9:00,21:20,9:00,21:20,https://api.cdn.visitjeju.net/photomng/imgpath/202112/07/b6bf199e-18ad-44f4-a568-e4d5635dc630.jpg,True,False,False,False,False,False,False,False,False,"#통갈치정식 #오분자기돌솥밥 #통갈치
#뚝배기 #음식 #회 #물회 #생선구이정식 #매운탕 #갈치 #갈치구이 #갈치조림 #제주갈치조림 #제주갈치구이 #고등어구이 #고등어조림 #2022고메페스타 #우수관광사업체 #정식 #묵은지고등어조림 #성게미역국 #옥돔구이 #전복구이 #감자튀김",96.0,False,154
제주올레횟집,제주특별자치도 서귀포시 칠십리로 45,064-767-4422,부모님,"깨끗, 국내산, 좌식",https://www.diningcode.com/profile.php?rid=VeWLjFPrdGtJ,"{'lat': '33.2408445254581', 'lng': '126.561723557842'}",33.24084453,126.5617236,16:00,22:30,16:00,22:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/aa2b3ca6-5e4f-4fd2-ac26-0d2f1df86bd9.jpg,False,False,False,True,False,False,False,False,False,"#비빔국수 #돈가스 #새우치즈구이
#횟집 #매운탕 #음식 #회 #향토음식 #다금바리",53.0,False,155
원담,제주특별자치도 제주시 동광로1길 27-1,064-900-0211,"식사모임, 술모임","시끌벅적한, 예약, 저녁식사, 포장가능, 주차",https://www.diningcode.com/profile.php?rid=0b6h9cC5xYUb,"{'lat': '33.5028727892863', 'lng': '126.528000077638'}",33.50287279,126.5280001,16:00,0:00,16:00,0:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/00d708e6-aa6b-4981-8fc2-328abeb106b3.jpg,True,False,False,False,False,False,False,False,False,"#몸국 #빙떡 #한식
#향토음식 #음식",98.7,False,156
한면가,제주특별자치도 제주시 조천읍 북선로 373,0507-1315-3371,"데이트, 혼밥","조용한, 깔끔한, 점심식사, 바테이블, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=W52cuiNaX3ox,"{'lat': '33.5120515395774', 'lng': '126.699960065895'}",33.51205154,126.6999601,10:30,15:30,10:30,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6156f2f7-a971-4f18-9b39-159784ff7ce1.jpg,True,False,False,True,False,True,False,False,False,"#돔베국수 #고기국수 #보말비빔국수
#음식 #2022고메페스타 #흑돼지 #돔베고기 #비빔국수 #국수",75.1,False,157
천리식당,제주특별자치도 제주시 구좌읍 송당6길 30,0507-1422-5650,가족외식,"깔끔한, 예약, 아침식사, 점심식사, 반려동물동반, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=6f3PNrVAAnim,"{'lat': '33.4686453520269', 'lng': '126.784533383501'}",33.46864535,126.7845334,9:00,17:00,9:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0346a82e-e9fd-457d-a72b-3189e44cf560.jpg,True,False,True,True,False,False,False,False,False,"#갈치조림 #양념옥돔구이 #톳죽
#음식 #제주갈치조림 #옥돔 #옥돔구이 #갈치구이 #제주갈치구이 #돌솥밥 #전 #죽 #부침개 #제육볶음",67.1,False,158
촌촌해녀촌,제주특별자치도 제주시 구좌읍 동복로 35,064-783-4242,"혼밥, 데이트","가성비좋은, 오션뷰, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=OxqTIjqlUDNJ,"{'lat': '33.553710285031', 'lng': '126.710109824302'}",33.55371029,126.7101098,9:00,19:00,9:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/08/a10e9d0c-4d13-4f30-a03a-9bb84c376eee.jpg,True,True,False,False,False,False,False,True,False,"#성게국수 #전복죽 #해산물
#회국수 #음식 #물회 #회 #갈치회 #고등어회 #한치물회 #한치회 #전복물회 #한치 #국수 #매운탕 #자리물회 #회덮밥 #오징어덮밥 #고등어구이 #고등어조림 #모듬물회 #갈치조림 #갈치구이",82.4,False,159
한성식당,제주특별자치도 서귀포시 성산읍 일출로 287,064-782-4646,해장,"시끌벅적한, 얼큰, 아침식사, 점심식사, 저녁식사, 좌식테이블, 무료주차",https://www.diningcode.com/profile.php?rid=jqranmlPrU6l,"{'lat': '33.4631998175992', 'lng': '126.935026358456'}",33.46319982,126.9350264,8:00,20:30,8:00,20:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/52962163-607c-4634-81b7-7058279fe527.jpg,True,False,False,False,False,False,False,False,False,"#갈치조림 #해산물 #한식
#음식 #향토음식 #갈치 #제주갈치조림 #전복해물탕 #해물탕 #갈치구이 #옥돔구이 #전복죽 #회덮밥",64.0,False,160
빈투지,제주특별자치도 제주시 서부두길 28 (건입동),0507-1351-7194,"차모임, 혼카페","예쁜, 오션뷰, 바다가보이는, 반려동물동반, 주차",https://www.diningcode.com/profile.php?rid=jUuroMLEABTo,"{'lat': '33.5188888981497', 'lng': '126.528515562334'}",33.5188889,126.5285156,11:30,21:30,11:30,21:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7d567886-8693-4c54-94c7-9a2de37557f2.jpg,True,False,True,False,False,False,False,True,False,"#횟집 #옥돔구이 #전복구이
#고등어회 #음식 #회 #생선회 #황돔회 #우럭회 #다금바리회 #갓돔회 #해산물 #전복회 #새우 #새우구이 #소라 #해삼 #멍게 #돌멍게 #낙지 #고등어 #물회 #비빔밥 #성게비빔밥 #멍게비빔밥 #성게물회 #한치물회 #자리물회 #전복죽 #매운탕 #우럭매운탕 #갈치조림",71.1,False,161
행운문,제주특별자치도 제주시 애월읍 봉성로2길 34-3,0507-1477-4060,데이트코스,"분위기좋은, 예쁜, 정원, 주차",https://www.diningcode.com/profile.php?rid=e7m9T0BWI39T,"{'lat': '33.4145057146845', 'lng': '126.311948016968'}",33.41450571,126.311948,11:00,17:00,11:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202311/22/b9b5bc30-b2dd-42cc-ad1c-bda8670346f2.jpg,True,False,False,False,False,False,True,False,True,#애월 #새우버거,59.0,False,162
고이정,제주특별자치도 제주시 애월읍 애월로 129,0507-1350-0401,"다코숨은맛집, 식사모임, 술모임","서민적인, 예약, 점심식사, 저녁식사, 반려동물동반, 짚불, 무료주차",https://www.diningcode.com/profile.php?rid=gtI84Ighgnlf,"{'lat': '33.4643009599614', 'lng': '126.321060963416'}",33.46430096,126.321061,10:30,20:00,10:30,20:00, https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a1cb78bb-e894-4a37-8268-1a92ed3c181a.png,True,True,True,False,False,False,False,False,False,"#함박스테이크 #돈가스 #파스타
#양식 #음식 #크림파스타 #돈까스 #치즈돈까스 #냉소바 #반반돈까스 #매운돈까스 #등심돈까스 #소바 #볶음밥 #우동 #어묵우동 #오므라이스 #성게파스타 #흑돼지",108.5,False,163
강해일,제주특별자치도 서귀포시 표선면 표선당포로 14,064-787-7270,모임,"현지인, 예약, 저녁식사, 주차",https://www.diningcode.com/profile.php?rid=LnOD9akrPyA9,"{'lat': '33.3257153982927', 'lng': '126.84430476291'}",33.3257154,126.8443048,10:00,23:00,10:00,23:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/14/ef61f957-de20-4539-b99f-5667a2812b80.jpg,True,False,False,False,False,False,False,False,False,"#회 #횟집 #해산물
#매운탕 #음식 #갈치구이 #갈치조림 #고등어구이 #해물뚝배기 #회덮밥 #고등어조림",64.0,False,164
고요남제주점,제주특별자치도 제주시 구남동8길 51,0507-1406-5253,"데이트, 기념일","깔끔한, 분위기좋은, 점심식사, 저녁식사, 주차",https://www.diningcode.com/profile.php?rid=rNawpcKyxwxs,"{'lat': '33.4855692056228', 'lng': '126.535894759215'}",33.48556921,126.5358948,11:00,22:30,11:00,22:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6cceff23-8f5c-4282-bc63-a379eedc2832.jpg,True,False,False,True,False,False,True,False,False,"#한우초밥 #고인돌갈비 #치즈볶음밥
#음식 #갈비찜 #갈비탕 #떡갈비 #소갈비전골 #보쌈 #소갈비보쌈 #갈비 #물회 #한우물회 #육회 #사시미 #고추장육회 #볶음밥 #치즈떡갈비 #한우생육회초밥 #갈비초밥 #소고기국 #스테이크온우동 #냉우동 #한우육회비빔밥 #육회비빔밥 #소고기덮밥",64.5,False,165
광원,제주특별자치도 제주시 1100로 3208,064-744-1000,"모임, 가족모임","예약, 고급스러운, 점심식사, 저녁식사, 주차",https://www.diningcode.com/profile.php?rid=OOX7SiJoL0Qz,"{'lat': '33.4729291449109', 'lng': '126.484803285998'}",33.47292914,126.4848033,11:30,22:00,11:30,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202207/06/1e34bf5a-bb4f-4d1d-8dcf-aec96290eb7a.jpg,True,False,False,False,False,False,True,False,False,"#정식 #냉면 #와규
#갈비탕 #온밀면 #음식 #한우구이 #양념갈비 #갈비 #육회 #떡갈비 #안전여행스탬프 #무장애관광",62.0,False,166
광평도새기촌본점,제주특별자치도 제주시 애월읍 구엄동3길 64,064-752-3308,제주도민맛집,"현지인맛집, 점심식사, 주차",https://www.diningcode.com/profile.php?rid=AvvGvRwQZTt7,"{'lat': '33.4814324307163', 'lng': '126.380858443306'}",33.48143243,126.3808584,12:00,22:00,12:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a0277fac-bc6b-4e55-b387-c1f4af67e8fa.gif,True,False,False,False,True,False,False,False,False,"#흑돼지 #한식 #근고기
#음식 #양념갈비 #갈비 #김치찌개",64.7,False,167
그대와함께라면,서귀포시 성산읍 환해장성로 929,0507-1415-8118,해장,"예쁜, 오션뷰, 아침식사, 점심식사, 저녁식사, 테라스, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=2i5blZQ8eXae,"{'lat': '33.43397591681', 'lng': '126.915622930933'}",33.43397592,126.9156229,9:30,20:00,9:30,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0c61887c-ba59-447f-8596-204abf23bae1.png,True,False,False,False,False,False,False,True,True,"#해물라면 #문어숙회 #해물짬뽕칼국수
#음식 #왕만두 #딱새우찜 #라면 #칼국수 #보말칼국수 #딱새우 #어묵탕 #햄버거 #돈까스 #돈가스 #새우튀김 #감자튀김 #문어라면 #해산물 #전복 #소라 #멍게 #해삼",68.8,False,168
김녕제주흑돼지정육식당,제주특별자치도 제주시 구좌읍 김녕로4길 28,0507-1476-1043,"제주도민맛집, 런닝맨맛집","현지인맛집, 로컬맛집, 저녁식사, 주차, 배달",https://www.diningcode.com/profile.php?rid=kF11SQvLNp53,"{'lat': '33.5527309576837', 'lng': '126.744180141402'}",33.55273096,126.7441801,10:30,21:30,10:30,21:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/faa63340-8623-4512-9412-57f61467ce9a.gif,True,False,False,False,True,False,False,False,False,"#흑돼지 #삼겹살 #숯불구이
#음식 #흑돼지구이 #오겹살 #목살 #김치찌개 #된장찌개 #돼지구이 #흑돼지오겹살",56.0,False,169
꽁순이네,제주특별자치도 제주시 애월읍 중산간서로 5642,064-799-1300,제주도민맛집,"현지인맛집, 로컬맛집, 아침식사, 점심식사, 주차",https://www.diningcode.com/profile.php?rid=O1Yrx5PGB3Va,"{'lat': '33.4469212493534', 'lng': '126.3387078003'}",33.44692125,126.3387078,10:00,17:30,10:00,17:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5dc0b99c-149e-4c54-a9b1-d27b4f340518.jpg,True,False,False,False,True,False,False,False,False,"#전복죽 #고사리죽 #고기국수
#음식 #멸치국수 #비빔국수 #몸국 #국수 #멸치고기국수 #돔베고기 #수육",64.0,False,170
남양수산,제주특별자치도 서귀포시 성산읍 고성동서로56번길 11,064-782-6618,"술모임, 해장","서민적인, 현지인맛집, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=m2LSxvVsDIbd,"{'lat': '33.4502136342001', 'lng': '126.914101871678'}",33.45021363,126.9141019,14:00,21:00,14:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c553f633-aa09-4009-9a40-285416943b84.jpg,True,True,False,False,True,False,False,False,False,"#회 #횟집 #지리
#일식 #음식 #고등어회 #꼼장어 #생선회 #전어회 #참돔회 #도다리회 #회덮밥 #매운탕 #지리탕",93.5,False,171
한경가든,제주특별자치도 제주시 한경면 노을해안로 1014,064-773-2178,제주도민맛집,"현지인맛집, 로컬맛집, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=BqJPayoMma4m,"{'lat': '33.297677190916', 'lng': '126.168559012143'}",33.29767719,126.168559,10:00,20:00,10:00,20:00, https://api.cdn.visitjeju.net/photomng/thumbnailpath/202107/22/a52ea885-9ed1-4b2a-9e44-42576bdb57ba.jpg,True,False,False,False,True,False,False,False,False,"#액티비티 #체험관광 #체험
#레저/체험 #어트랙션 #관광지",78.0,False,172
고씨네천지국수,제주특별자치도 서귀포시 중앙로 79,0507-1318-0436,"혼밥, 해장","서민적인, 예약, 아침식사, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=dAH1PCzfRl1X,"{'lat': '33.2516762946562', 'lng': '126.5609647893'}",33.25167629,126.5609648,9:30,15:00,9:30,15:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/669d0351-74e7-47f1-8589-efb04c0cff9f.jpg,True,True,False,False,False,False,False,False,False,"#소곱창전골 #두루치기 #혼다주
#한식 #김치찌개 #된장찌개 #비빔밥 #착한가격업소",100.9,False,173
대성아귀찜,제주특별자치도 제주시 조천읍 함덕3길 4,064-784-0975,제주도민맛집,"시끌벅적한, 현지인맛집, 점심식사, 저녁식사, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=ZbRwsN2sfwFT,"{'lat': '33.5442906497038', 'lng': '126.657902346739'}",33.54429065,126.6579023,10:30,20:30,10:30,20:30,https://api.cdn.visitjeju.net/photomng/imgpath/201911/01/0ea5bb24-0479-4b1c-a296-6e31b80798c0.jpg,True,False,False,False,True,False,False,False,False,"#아귀찜 #다귀대창찜 #한식
#음식 #아구찜 #아구대창찜",75.4,False,174
협재더꽃돈,제주특별자치도 제주시 한림읍 한림로 366,0507-1364-5393,"가족외식, 술모임","시끌벅적한, 예약, 점심식사, 저녁식사, 반려동물동반, 예약가능, 무료주차",https://www.diningcode.com/profile.php?rid=dYrP6vbMfM7q,"{'lat': '33.3953338616259', 'lng': '126.242546926885'}",33.39533386,126.2425469,12:00,22:00,12:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/17e47e8d-6a35-43eb-ac92-0af0e1612601.jpg,True,False,True,False,False,False,False,False,False,"#흑돼지 #돼지고기 #목살
#음식 #김치찌개 #해물뚝배기 #전복뚝배기 #돼지김치찌개 #오겹살 #흑돼지오겹살 #제주백돼지 #전복돌솥밥 #돌솥밥 #전복버터구이 #뚝배기 #냉면 #비빔냉면 #물냉면",109.4,False,175
더화원,제주특별자치도 제주시 도리로 132,0507-1405-8375,해장,"현지인맛집, 아침식사, 점심식사, 저녁식사, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=CyJpIt8uoC5b,"{'lat': '33.5012020776164', 'lng': '126.465938287364'}",33.50120208,126.4659383,8:00,21:00,8:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/091e9b29-2bd9-4992-a227-995122c1896f.jpg,True,False,False,False,True,False,False,False,False,"#갈치조림 #갈치구이 #한식
#음식 #갈치 #제주갈치조림 #제주갈치구이 #고등어구이 #고등어조림 #성게미역국 #전복죽 #고등어 #전복뚝배기 #옥돔구이 #전복해물뚝배기 #해물뚝배기 #갈치호박국",57.0,False,176
데미안,제주특별자치도 제주시 한경면 고조로 492-15,0507-1401-0552,"데이트, 가족외식","깔끔한, 예약, 점심식사, 예약필수, 예약불가, 무료주차",https://www.diningcode.com/profile.php?rid=1ad28vGWG3RD,"{'lat': '33.329111978559', 'lng': '126.221740584458'}",33.32911198,126.2217406,11:00,15:30,11:00,15:30,https://api.cdn.visitjeju.net/photomng/imgpath/202112/20/4bc03bf2-f926-4a1d-9fac-a32a2e12b0aa.jpg,True,False,False,True,False,False,False,False,False,"#돈까스 #무한리필 #양식
#음식 #햄버거스테이크 #햄버거 #흑돼지 #파스타 #돈가스 #전복죽 #돈가스정식 #치즈돈까스 #아메리카노 #코코아 #핫초코 #아이스초코",85.8,False,177
