,Unnamed: 0,VISIT_AREA_NM,RAD_NM_ADDR,VISIT_AREA_TYPE_CD,TRAVEL_ID,SID_NM,SGG_NM,DNG_NM,포함여부 ,Unnamed: 9,HASHTAGS
151,180,기아 디자인 철학 전시 ppsites United,서울 중구 을지로 281 동대문디자인플라자(DDP) 뮤지엄,3,a_a004504,서울특별시,종로구,와룡동,,,#혁신적인공간 #미래지향적 #창의력폭발 #세련된디자인 #영감충만 #감각적인경험 #독창적인미학 #디지털아트 #현대적미학 #첨단기술체험 #디자인의진수 #예술적감동 #모던한매력 #시각적즐거움 #창조적인순간
152,181,플레이 더월드 강남점,서울 서초구 사평대로56길 14,6,a_a004504,서울특별시,종로구,와룡동,,,#모험의시작 #새로운발견 #설레임가득 #도전정신 #몰입의즐거움 #집중력향상 #다양한경험 #창의력자극 #협동의미학 #기발한아이디어 #상상력날개 #유쾌한여정 #경험의확장 #팀워크강화 #색다른재미
153,182,창경궁,서울 종로구 창경궁로 185,2,a_a004504,서울특별시,종로구,와룡동,,,#역사적인여정 #고즈넉한풍경 #마음의안식처 #문화탐방 #고전미 #감성여행 #전통의아름다움 #마음속평안 #시간을거슬러 #역사의흔적 #평온한순간 #옛정취 #마음의휴식 #고유의멋 #잊을수없는경험
154,184,팔달문화센터,경기 수원시 팔달구 수원천로 336,3,a_a011104,경기도,수원시 영통구,매탄동,,,#문화적풍요 #독특한경험 #창의력자극 #지역문화탐방 #정서적힐링 #도심속여유 #예술의향연 #공감의장소 #역사속산책 #정겨운풍경 #감성네트워크 #소통의공간 #지역정서 #예술적영감 #따뜻한기억
155,185,롯데백화점 본점,서울 중구 남대문로 81,4,a_a000134,서울특별시,광진구,능동,,,#쇼핑천국 #럭셔리한기분 #눈부신경험 #다채로운선택 #활기찬에너지 #모던한분위기 #세련된공간 #트렌디한느낌 #끝없는유혹 #감각적인공간 #문화적다양성 #화려한경험 #도시의즐거움 #흥미진진한탐험 #도심속오아시스
156,187,국립중앙박물관,서울 용산구 서빙고로 137,2,a_a000074,서울특별시,송파구,잠실동,,,#문화의보고 #역사탐방 #지식충전 #예술의향연 #소중한경험 #감동의순간 #마음의여유 #지혜의여정 #호기심자극 #고풍스러움 #감성의바다 #문화유산 #새로운발견 #감탄의연속 #심오한여운
157,188,전쟁기념관 어린이박물관,서울 용산구 이태원로 29,2,a_a000074,서울특별시,송파구,잠실동,,,#역사의흔적 #평화의소중함 #교육적인경험 #가슴벅참 #배움의기쁨 #진지한순간 #호기심자극 #가족과함께 #감동의연속 #미래를생각하게 #공감의시간 #지식의여행 #흥미로운발견 #역사속의교훈 #문화의재발견
158,189,국립고궁박물관,서울 종로구 효자로 12,2,a_a000074,서울특별시,송파구,잠실동,,,#역사탐험 #문화여정 #전통의미학 #감성여행 #고풍스러운 #정서적힐링 #예술과함께 #감탄의연속 #지식의확장 #고전의아름다움 #마음의여유 #유서깊은 #문화재발견 #감동의순간 #예술적감각
159,190,롯데몰 김포공항점,서울 강서구 하늘길 지하 77,4,a_a000074,서울특별시,송파구,잠실동,,,#모험의시작 #다양한체험 #세련된공간 #트렌디한분위기 #쇼핑의즐거움 #맛있는탐험 #감각적인경험 #문화의향연 #신선한자극 #일상의탈출 #도시의매력 #흥미로운발견 #특별한순간 #여유로운시간 #재미있는경험
160,191,남산공원 N서울타워,서울 용산구 남산공원길 105,1,a_a000074,서울특별시,송파구,잠실동,,,#탁트인전망 #도심속휴식 #밤하늘의별 #로맨틱한분위기 #문화의향연 #기억에남는순간 #마음의여정 #눈부신야경 #감성여행 #자연의아름다움 #독특한경험 #풍경속으로 #도시의숨결 #추억의장소 #감동적인모먼트
161,192,서대문 자연사박물관,서울 서대문구 연희로32길 51,2,a_a000074,서울특별시,송파구,잠실동,,,#자연의신비 #교육적인여행 #생태계탐험 #경이로운발견 #호기심가득 #지식의향연 #어린이친화적 #탐구정신 #과학적호기심 #생물의다양성 #전시의매력 #배움의기쁨 #흥미진진한 #학습의즐거움 #생동감넘치는
162,193,청평5일시장,경기 가평군 청평면 시장중앙로 19,4,a_a001774,강원도,춘천시,남산면,,,#정겨운분위기 #현지의맛 #다채로운경험 #소박한매력 #오감만족 #따뜻한환대 #전통의향기 #추억의시장 #손맛가득 #사람냄새 #생동감넘치는 #일상의즐거움 #풍성한볼거리 #진정한힐링 #감동의순간
163,194,펀타임 대학로,서울 종로구 대명길 24,3,a_a017838,서울특별시,종로구,동숭동,,,#흥미진진한경험 #설렘가득한 #다양한즐길거리 #독특한분위기 #창의력자극 #몰입하는순간 #활기찬시간 #신선한자극 #에너지충전 #다채로운체험 #기분전환 #색다른경험 #즐거운기억 #유쾌한시간 #스릴있는순간
164,195,인천개항박물관,인천 중구 신포로23번길 89,2,a_a003049,인천광역시,중구,북성동1가,,,#과거로의여행 #감동적인순간 #역사의숨결 #문화탐방 #고전의멋 #감성충만 #학문의즐거움 #지식의향연 #시간의흐름 #전통과현대 #다채로운경험 #마음의안식처 #생생한역사 #지혜의보물창고 #기억의조각들
165,196,마이랜드,인천 중구 월미로234번길 1,6,a_a003049,인천광역시,중구,북성동1가,,,#환상적인경험 #감각적인여운 #모험심자극 #다채로운순간 #기대감폭발 #놀라운발견 #흥미진진 #색다른즐거움 #마법같은순간 #상상력자극 #희열의순간 #유쾌한시간 #흥분되는탐험 #다이나믹체험 #활기찬하루
166,197,몬스터리움,경기 김포시 대곶면 대명항1로 52,6,a_a014823,경기도,김포시,장기동,,,#이색체험 #모험심자극 #호기심충만 #스릴넘치는 #비밀스러운공간 #생동감있는 #미스터리한분위기 #흥미진진한 #색다른경험 #긴장감도는 #모험의세계 #독특한느낌 #신비로운분위기 #몰입감최고 #모험가의꿈
167,198,금빛수로보트하우스,경기 김포시 초당로 40,5,a_a014823,경기도,김포시,장기동,,,#낭만적인시간 #물위의여유 #자연과함께 #평온한순간 #감성힐링 #시원한바람 #고요한물결 #도심속오아시스 #마음의안식처 #따뜻한햇살 #물놀이체험 #친구와함께 #가족과함께 #연인과함께 #편안한여행
168,199,한강중앙공원,경기 김포시 김포한강2로24번길 29,1,a_a014823,경기도,김포시,장기동,,,#자연과함께 #평온한시간 #여유로운순간 #마음의안식 #초록빛세상 #감성힐링 #맑은공기 #리프레시타임 #일상의쉼표 #따뜻한햇살 #자연속에서 #내적평화 #자연의소리 #산책의즐거움 #마음의여유
169,200,아라마리나클럽하우스,경기 김포시 고촌읍 아라육로270번길 73,1,a_a014823,경기도,김포시,장기동,,,#탁트인전망 #바람을가르며 #여유로운시간 #물결따라 #자연과함께 #마음의안식처 #풍경에취하다 #감성여행 #평화로운순간 #일상탈출 #여행의기쁨 #푸른하늘아래 #자유로운기분 #물멍타임 #리프레시타임
170,201,아이스타일,경기 파주시 회동길 160,3,a_a002192,경기도,파주시,동패동,,,#창의력자극 #영감의공간 #예술의향연 #새로운발견 #시각적즐거움 #독특한경험 #마음에남는 #상상력폭발 #색다른체험 #예술적감성 #감성여행 #창의적인순간 #미적경험 #영감받기 #디자인의세계
171,202,엘리펀트플라잉,경기 파주시 탄현면 헤이리마을길 21-8,4,a_a002192,경기도,파주시,동패동,,,#창의적영감 #감각적인경험 #예술적감성 #독특한매력 #감동적인순간 #문화적여정 #감성자극 #상상력자극 #감각의향연 #새로움발견 #예술의향기 #영혼의안식처 #감성충전 #생동감넘치는 #특별한기억
172,203,가드너스,경기 파주시 탄현면 헤이리마을길 59-52,3,a_a002192,경기도,파주시,동패동,,,#자연과함께 #감성여행 #평온한시간 #조용한휴식 #마음의안식처 #느긋한여유 #힐링그림 #아늑한공간 #자연속쉼터 #내면의평화 #따뜻한감성 #순수한기쁨 #자연의선물 #감성충만 #편안한분위기
173,204,갤러리아백화점 광교점,경기 수원시 영통구 광교중앙로 124,4,a_a002367,서울특별시,성북구,동소문동6가,,,#현대적쇼핑 #럭셔리경험 #트렌디한장소 #문화와예술 #고급진맛집 #프리미엄브랜드 #세련된공간 #도심속휴식 #스타일리시한 #이색적인매장 #미식탐험 #일상의탈출 #도시속여유 #패션의중심 #아름다운인테리어
174,205,반포한강공원,서울 서초구 신반포로11길 40,1,a_a002367,서울특별시,성북구,동소문동6가,,,#한강의바람 #자연속휴식 #여유로운시간 #도심속오아시스 #밤의매력 #시원한강바람 #힐링스팟 #반짝이는야경 #도심속자연 #특별한순간 #한강의낭만 #설레는마음 #경치좋은곳 #산책하기좋은곳 #마음의평화
175,206,올림픽공원,서울 송파구 올림픽로 424,1,a_a001753,서울특별시,송파구,잠실동,,,#자연속의여유 #평온한산책 #도심속휴식 #풍경에취하다 #맑은공기 #자연의소리 #새로운발견 #자연속의힐링 #여유로운시간 #녹색의평화 #자연과조화 #감성사진 #산책로의매력 #공원의낭만 #자연과함께
176,207,노들섬,서울 용산구 양녕로 445,8,a_a003452,서울특별시,성동구,성수동2가,,,#자연의힐링 #도시속자연 #평온한시간 #강바람맞으며 #고요한여유 #마음의안식 #자연속산책 #도심속휴식 #풍경에반하다 #시원한바람 #자연과함께 #산뜻한기분 #평화로운순간 #잔잔한행복 #감성여행
177,209,석파정,서울 종로구 창의문로11길 4-1,3,a_a002260,서울특별시,종로구,소격동,,,#역사의숨결 #평온한시간 #고요한아름다움 #시간의흐름 #문화속으로 #아름다움의발견 #감동의순간 #마음의평안 #고전의아름다움 #감성여행 #전통미가득 #추억의장소 #힐링의시간 #매혹적인장소 #잔잔한여운
178,211,제시,서울 종로구 대학로12길 50,4,a_a010287,서울특별시,영등포구,여의도동,,*뭐하는 곳인지 모르겠음,#감성적인공간 #예술의향기 #창의력자극 #문화적경험 #매력적인분위기 #따뜻한환대 #독특한매력 #감동적인순간 #영감을주는장소 #마음의여유 #잔잔한감동 #새로운발견 #풍경속의여유 #기분좋은시간 #특별한경험
179,212,여의도공원,서울 영등포구 여의공원로 68,1,a_a010287,서울특별시,영등포구,여의도동,,,#자연속에서 #도심속휴식 #맑은공기 #초록빛가득 #평화로운산책 #마음의안식처 #자연과함께 #힐링스팟 #여유로운시간 #도심속자연 #산뜻한기분 #건강한삶 #심신치유 #자연의품속 #조용한행복
180,214,평택남부문예회관 대공연장,경기 평택시 중앙로 277,3,a_a002358,경기도,평택시,비전동,,,#예술의향연 #문화적체험 #감동적인공연 #마음의울림 #창의력자극 #감성적인순간 #예술적인영감 #문화의향기 #잔잔한감동 #일상의탈출 #예술속으로 #문화의향연 #기대감충만 #감정의여운 #예술적경험
181,215,석남사,경기 안성시 금광면 상촌새말길 3-120,2,a_a002358,경기도,평택시,비전동,,,#마음의안식처 #고요함속으로 #자연과하나됨 #명상의시간 #평온한마음 #숲속힐링 #고즈넉한분위기 #정신적휴식 #맑은공기 #평화로운산책 #자연속여유 #소박한아름다움 #조용한사색 #고요한아침 #내면의평화
182,218,수원탑동시민농장,경기 수원시 권선구 서둔로 155,8,a_a007424,경기도,수원시 권선구,서둔동,,,#자연속의휴식 #평온한일상 #힐링의시간 #정겨운풍경 #농장의매력 #푸른풍경 #마음의여유 #소박한행복 #자연과조화 #편안한시간 #순수한즐거움 #일상의탈출 #자연의품속에서 #농촌체험 #여유로운걸음
183,219,서울대학교 수원수목원,경기 수원시 권선구 서호로 16,1,a_a007424,경기도,수원시 권선구,서둔동,,,#자연속으로 #평온한시간 #힐링여행 #숲속의아름다움 #마음의안식처 #푸르름가득 #일상의탈출 #자연과조화 #생태체험 #여유로운산책 #풍경감상 #마음의힐링 #맑은공기 #자연의소리 #편안한쉼터
184,220,DMZ생생누리,경기 파주시 문산읍 임진각로 148-53,3,a_a001611,경기도,파주시,탄현면,,,#역사의현장 #평화의메시지 #감동적인순간 #마음의여유 #숨막히는풍경 #기억의장소 #평화로운여행 #진지한생각 #감성여행 #역사적의미 #평화의기운 #분단의아픔 #역사탐방 #기억의여정 #새로운발견
185,221,파주임진각평화곤돌라 DMZ탑승장,경기 파주시 군내면 적십자로 139,2,a_a001611,경기도,파주시,탄현면,,,#평화의상징 #경이로운자연 #새로운경험 #희망의메시지 #감동적인순간 #장대한전망 #특별한여행 #자유를느끼다 #역사의흔적 #자연과역사 #마음의안식처 #기억에남는장소 #평화로운풍경 #감성여행 #잊지못할순간
186,222,커먼그라운드,서울 광진구 아차산로 200,4,a_a002284,서울특별시,광진구,능동,,,#창의적인공간 #도시속여유 #현대적감각 #이색적인경험 #감각적인디자인 #도심속오아시스 #색다른즐거움 #트렌디한분위기 #감성데이트 #모던한매력 #독특한체험 #매력적인장소 #세련된분위기 #도전적인공간 #다채로운경험
187,223,서울어린이대공원,서울 광진구 능동로 216,1,a_a002284,서울특별시,광진구,능동,,,#자연과어울림 #동심으로돌아가기 #아이들의천국 #느긋한산책 #강아지와함께 #꿈꾸는정원 #가족과함께 #웃음넘치는하루 #마음의여유 #맑은공기 #자연속평화 #일상의탈출 #힐링타임 #소중한추억 #행복한순간
188,225,서울어린이대공원 동물원,서울특별시 광진구 능동로 216,6,a_a002284,서울특별시,광진구,능동,,,#자연과함께 #생동감넘치는 #동물친구들 #아이들과함께 #가족의시간 #동물사랑 #활기찬하루 #따스한기억 #자연속으로 #기쁨가득 #여유로운산책 #생명력넘치는 #동물과교감 #친근한동물들 #행복한순간
189,226,한성백제박물관,서울 송파구 위례성대로 71,2,a_a001316,인천광역시,중구,북성동1가,,,#역사탐방 #문화유산 #고대의숨결 #배움의여정 #지식충전 #유익한시간 #고고학여행 #과거와현재 #문화재발견 #전통의재발견 #흥미로운전시 #역사속으로 #문화탐험 #유물감상 #역사적영감
190,227,센트럴파크,인천 연수구 청량로164번길 46,7,a_a001316,인천광역시,중구,북성동1가,,,#탁트인전망 #도심속자연 #평온한산책 #마음의여유 #자연과조화 #풍경의아름다움 #기분좋은바람 #맑은하늘아래 #휴식의시간 #도심속오아시스 #자연과함께 #힐링스팟 #아름다운풍경 #여유로운시간 #심신안정
191,228,코마린 이스트보트하우스 송도지점,인천 연수구 컨벤시아대로 160,5,a_a001316,인천광역시,중구,북성동1가,,,#도시속휴식 #자연과함께 #심신의안정 #평온한하루 #한적한시간 #청량한기분 #여유로운순간 #마음의여유 #풍경에감탄 #힐링스팟 #자연속의쉼터 #조용한휴식 #감성가득 #스트레스해소 #아름다운경치
192,229,월미양궁연습장,월미로242번길 8-1,6,a_a001316,인천광역시,중구,북성동1가,,,#집중의시간 #도전정신 #성취감넘치는 #자신감상승 #몰입의순간 #스트레스해소 #활쏘기의매력 #스릴넘치는 #정밀한기술 #몸과마음의균형 #집중력향상 #새로운도전 #긴장감넘치는 #활쏘기의묘미 #기록도전
193,230,월미테마파크,인천 중구 월미문화로 81,6,a_a001316,인천광역시,중구,북성동1가,,,#흥미진진한 #짜릿한순간 #감각의향연 #모험심자극 #색다른경험 #에너지충전 #환상의세계 #시간가는줄모름 #즐거운추억 #다채로운풍경 #오감만족 #도전정신 #흥분된기분 #끝없는웃음 #활기찬분위기
194,231,송도달빛축제공원,인천 연수구 센트럴로 350,8,a_a001316,인천광역시,중구,북성동1가,,,#환상적인경관 #낭만적인밤 #빛과소리의향연 #여유로운산책 #자연속도심 #감성적인순간 #추억의한페이지 #찰나의아름다움 #평온한마음 #감동의여운 #마음의평화 #빛의향기 #황홀한경험 #설렘가득 #감미로운시간
195,232,송도타임스페이스,인천 연수구 하모니로 158,4,a_a009770,인천광역시,연수구,송도동,,,#현대적미학 #도시의아름다움 #건축의경이 #문화적발견 #감각적경험 #도심속여유 #신비로운장소 #창의적인공간 #일상의탈출 #미적즐거움 #도시의숨결 #예술의향연 #독특한매력 #도심속힐링 #새로운영감
196,233,서축공업기념관,경기 파주시 문발로 312,3,a_a015229,서울특별시,강남구,역삼동,,,#산업역사탐방 #과거와현재 #기술의진보 #흥미로운발견 #독특한경험 #감성여행 #지식확장 #산업유산 #기념비적인장소 #역사의흔적 #문화재탐방 #기억의조각 #풍부한이야기 #흥미진진한 #산업문화
197,234,오두산통일전망대,경기 파주시 탄현면 필승로 369,1,a_a015229,서울특별시,강남구,역삼동,,,#평화의소망 #역사적인장소 #통일의꿈 #감동의순간 #마음의울림 #전망대의아름다움 #역사의현장 #조국의아픔 #미래를향해 #자연과역사 #감회가새로운 #잔잔한감동 #희망의메시지 #고요한순간 #생각에잠기다
198,235,명필름아트센터,경기 파주시 회동길 530-20,3,a_a015229,서울특별시,강남구,역삼동,,,#영화의감동 #문화의향기 #예술의숨결 #창작의즐거움 #독창적인공간 #감성의여행 #영감충전 #특별한체험 #예술가의꿈 #나만의시간 #감동의순간 #영화속으로 #창의적인순간 #감성피크닉 #문화의향연
199,236,스타필드 하남,경기 하남시 미사대로 750,4,a_a009740,서울특별시,영등포구,여의도동,,,#다양한경험 #현대적매력 #쇼핑천국 #가족의시간 #문화적풍요 #새로운발견 #미식탐방 #즐거운하루 #활기찬분위기 #특별한순간 #다채로운활동 #여유로운시간 #기억에남는 #모험의시작 #색다른체험
200,237,이랜드크루즈,서울 영등포구 여의동로 290,5,a_a009740,서울특별시,영등포구,여의도동,,,#로맨틱한밤 #황홀한경관 #감각적인여행 #낭만적인순간 #빛나는추억 #여유로운시간 #고요한여운 #감성여행 #도심속휴식 #아름다운항해 #밤하늘아래 #환상적인뷰 #마음의안식처 #여행의설렘 #특별한경험
201,238,현대백화점 신촌점,서울 서대문구 신촌로 83,4,a_a001132,서울특별시,성동구,성수동2가,,,#다채로운매력 #쇼핑천국 #현대적감각 #화려한체험 #트렌디한공간 #시선강탈 #멋진발견 #세련된분위기 #고급스러움 #활기넘치는 #유니크한경험 #즐거운발견 #도심속휴식 #문화와함께 #세련된라이프스타일
202,239,신촌파랑고래,서울 서대문구 연세로5나길 19,3,a_a001132,서울특별시,성동구,성수동2가,,,#특별한경험 #창의적인공간 #예술적영감 #독특한체험 #감각적인여행 #문화적발견 #새로운아이디어 #마음의자유 #영감의샘터 #창작의기쁨 #자유로운분위기 #정신적풍요 #감성공유 #재미있는발견 #활기찬분위기
203,240,타임스퀘어,서울 영등포구 영중로 15,4,a_a001132,서울특별시,성동구,성수동2가,,,#현대적인매력 #활기찬분위기 #다채로운경험 #눈부신조명 #쇼핑천국 #감각적인공간 #세련된분위기 #도시의활력 #거대한건축물 #문화와예술 #풍성한즐거움 #미식탐험 #트렌디한장소 #도심속휴식 #감각적인경험
204,241,그라운드시소 성수,서울 성동구 아차산로17길 49,3,a_a001132,서울특별시,성동구,성수동2가,,,#창의적인공간 #현대적인미술 #감각적인경험 #생동감있는전시 #독특한예술 #문화탐방 #감성적인여정 #신선한영감 #다채로운체험 #흥미로운발견 #몰입의시간 #새로운시각 #예술과함께 #감동의순간 #깊은여운
205,242,인천화교역사관,인천 중구 제물량로 236,2,a_a001226,인천광역시,중구,북성동1가,,,#역사의흐름 #문화유산탐방 #감동의순간 #지혜의여행 #과거와현재의만남 #호기심자극 #감성여행 #유서깊은장소 #배움의시간 #깊은인상 #역사기행 #시간의흔적 #다양한문화 #인사이트가득 #감탄의연속
206,243,인천아트플랫폼,인천 중구 제물량로218번길 3,3,a_a001226,인천광역시,중구,북성동1가,,,#예술적영감 #문화적탐험 #창의적인공간 #현대미술 #감성자극 #몰입의시간 #신비스러운분위기 #예술과교감 #감각적인체험 #창작의즐거움 #시각적향연 #예술의향기 #독특한경험 #문화적다양성 #생각의확장
207,244,마리오아울렛 3관,서울 금천구 벚꽃로 266,4,a_a010416,서울특별시,금천구,가산동,,,#쇼핑천국 #다양한선택 #트렌디한공간 #활기찬분위기 #즐거운소비 #패션의향연 #감각적인디자인 #쇼핑의즐거움 #색다른발견 #기분전환 #현대적인분위기 #풍요로운시간 #눈호강 #취향저격 #알찬시간
208,245,공릉동도깨비시장,서울 노원구 동일로180길 53,4,a_a010416,서울특별시,금천구,가산동,,,#현지의매력 #다채로운문화 #생동감넘치는 #따뜻한환대 #소박한매력 #지역의정서 #정겨운분위기 #다양한향기 #일상의즐거움 #소소한발견 #친근한사람들 #활기찬분위기 #오감만족 #사람냄새나는 #서민적인삶
209,246,평화문화진지,서울 도봉구 마들로 932,2,a_a010416,서울특별시,금천구,가산동,,,#창의적인영감 #예술의향연 #마음의여유 #문화의숨결 #감각적인체험 #평온한순간 #색다른경험 #정신의안식처 #감성의물결 #예술가의꿈 #문화재발견 #내면의평화 #감동의여운 #사색의시간 #예술과의만남
210,247,돈의문박물관마을,서울 종로구 송월길 14-3,7,a_a010416,서울특별시,금천구,가산동,,,#과거로의여행 #레트로감성 #시간의흔적 #문화탐방 #기억속여행 #감성충만 #추억의장소 #아날로그감성 #감동의순간 #마음의여유 #온화한시간 #역사의향기 #따뜻한추억 #감성여행 #소중한기억
211,248,경희궁,서울 종로구 새문안로 45,2,a_a010416,서울특별시,금천구,가산동,,,#역사와마주하다 #조용한여유 #고풍스러운 #시간의흐름 #문화탐방 #아름다운경관 #감동적인경험 #마음의안식처 #전통미학 #감성여행 #고요한흐름 #추억의장소 #힐링여행 #매혹적인풍경 #잔잔한감성
212,249,현대시티아울렛 가산점,서울 금천구 디지털로10길 9,4,a_a010416,서울특별시,금천구,가산동,,,#현대적인공간 #쇼핑천국 #다양한브랜드 #세련된분위기 #트렌디한경험 #활기찬분위기 #모던한매력 #도시의활력 #풍부한선택 #스타일리시한시간 #편리한쇼핑 #다채로운경험 #미식탐험 #문화적즐거움 #쇼핑의즐거움
213,250,서울특별시 중부공원녹지사업소 서울창포원,서울 도봉구 마들로 916,1,a_a010416,서울특별시,금천구,가산동,,,#자연속에서 #평온한시간 #힐링여행 #녹색풍경 #마음의안식 #자연과함께 #정서적안정 #아름다운경관 #조용한산책 #감성충만 #맑은공기 #자연의소리 #심신치유 #자연친화적 #사색의시간
214,251,포천아트밸리,경기 포천시 신북면 아트밸리로 234,1,a_a007167,경기도,포천시,신읍동,,,#예술의향연 #자연과조화 #감동의순간 #영감받기 #문화힐링 #눈호강 #색다른경험 #마음의여유 #창의력충전 #감성여행 #자연속예술 #예술적감동 #평온한시간 #독특한경험 #마음의안식
215,252,세운전자상가,서울 종로구 청계천로 159,4,a_a002076,서울특별시,중구,다동,,,#기술의향연 #복고풍매력 #타임슬립여행 #오래된추억 #레트로감성 #복잡다단한 #과거와현재 #전자기기천국 #독특한경험 #기술사박물관 #추억의장소 #디지털향수 #복고문화 #흥미진진한 #감성여행
216,253,아침고요수목원,경기 가평군 상면 수목원로 432,1,a_a002198,강원도,춘천시,남산면,,,#자연의숨결 #평온한시간 #마음의휴식처 #심신치유 #감탄의연속 #색다른경험 #매혹적인경관 #기분전환 #힐링여행 #감성충전 #생기넘치는공간 #자연과동화 #조화로운풍경 #눈호강 #기억에남는순간
217,254,하남역사박물관,경기 하남시 덕풍동로 30,2,a_a008325,경기도,하남시,덕풍동,,,#역사의흐름 #문화탐방 #과거로의여행 #유익한시간 #지식의향연 #감동적인순간 #역사탐험 #마음의여유 #박물관의매력 #고대의미스터리 #지혜의장소 #추억마을 #인사이트가득 #감성체험 #배움의기쁨
218,255,하남유니온타워,경기 하남시 미사대로 710,3,a_a008325,경기도,하남시,덕풍동,,,#웅장한전망 #도심속자연 #감탄의연속 #몰입감있는경험 #신비로운분위기 #풍경의감동 #현대적인멋 #도시와자연의조화 #자연속휴식 #탁트인뷰 #감성적인순간 #공간의미학 #경치감상 #일상의탈출 #눈부신경험
219,256,선법사,경기 하남시 서하남로588번길 125,2,a_a008325,경기도,하남시,덕풍동,,,#영적인여행 #마음의안식처 #고요한명상 #진정한쉼 #자연과함께 #내면의평화 #정적의아름다움 #심신안정 #마음의정화 #순수한기쁨 #영혼의힐링 #조용한사색 #자연속의힐링 #내면의여정 #평온한시간
220,257,광주향교,광주 남구 중앙로107번길 5,2,a_a008325,경기도,하남시,덕풍동,,,#역사에잠기다 #고요한아침 #때묻지않은미 #전통의숨결 #마음의안식처 #문화의향연 #고풍스러운멋 #시간의흐름속으로 #조용한감동 #옛것의아름다움 #편안한여정 #은은한향기 #잊지못할순간 #고요한풍경 #추억의한
221,259,미사경정공원 조정카누경기장,경기 하남시 미사대로 505,5,a_a008325,경기도,하남시,덕풍동,,,#자연과함께 #물빛향연 #조용한여유 #산책의즐거움 #수상스포츠체험 #맑은바람 #마음의여유 #운동의즐거움 #자연속힐링 #물가의평화 #신선한공기 #건강한하루 #마음의충전 #풍경감상 #자유로운시간
222,260,노량진컵밥거리,서울 동작구 노량진로 174,4,a_a002222,서울특별시,영등포구,여의도동,,,#다채로운향연 #현지맛탐방 #친근한분위기 #맛의향연 #포만감넘치는 #색다른맛여행 #길거리미식 #소박한행복 #맛집탐험 #스트리트푸드여행 #현지인추천 #잊지못할맛 #가성비갑 #즐거운식사시간 #푸드트럭어드벤처
223,261,문화역서울284,서울 중구 통일로 1,2,a_a002222,서울특별시,영등포구,여의도동,,,#문화적풍요 #과거와현재 #상상력자극 #예술적영감 #문화탐방 #시간의흐름 #역사의감동 #도시속문화 #건축미학 #문화적유산 #독특한경험 #문화적반전 #문화적발견 #감성여행 #기억에남는
224,262,영등포재래시장,서울 영등포구 영등포로47길 5-1,4,a_a002222,서울특별시,영등포구,여의도동,,,#다채로운체험 #현지의맛 #생동감있는시장 #문화를느끼다 #정겨운분위기 #풍성한재료들 #시장탐방 #소박한행복 #전통의향기 #신선한재료 #소소한기쁨 #지역특산물 #사람냄새 #잊지못할경험 #따뜻한환대
225,264,예스파크,경기 이천시 신둔면 도자예술로5번길 109,3,a_a002844,경기도,화성시,능동,,,#예술의향연 #창의력폭발 #감성여행 #색다른경험 #문화적충격 #예술적감동 #감각적체험 #영감의순간 #독특한매력 #시각적즐거움 #예술가의정신 #창조적분위기 #신비로운공간 #감성충만 #예술적여정
226,267,NC큐브 커넬워크 겨울동,인천 연수구 아트센터대로 87,4,b_b012022,인천광역시,연수구,송도동,,,#예술의향연 #도시속여유 #감각적인공간 #창의력자극 #시각적즐거움 #도심속자연 #감성산책 #문화탐방 #예술적감동 #쉼과여유 #감각의향연 #도심속힐링 #눈호강여행 #감성충만 #영감의장소
227,268,용문산자연휴양림,경기 양평군 양평읍 약수사길 78-14,1,c_c000580,경기도,양평군,양평읍,,,#자연의품속 #마음의안식처 #상쾌한공기 #평온한휴식 #자연속의여유 #숲속의쉼터 #맑은하늘 #힐링여행 #자연과의조화 #새소리와함께 #풍경의아름다움 #순수한자연 #산속의평화 #자연을느끼다 #깨끗한
228,269,쉬자파크,경기 양평군 양평읍 쉬자파크길 193,1,c_c000580,경기도,양평군,양평읍,,,#자연과어울림 #평온한휴식 #힐링여행 #마음의안식처 #생태체험 #자연속의쉼표 #맑은공기 #조용한산책 #숲속의여유 #자연의소리 #피로회복 #심신안정 #힐링의순간 #자연치유 #평화로운분위기
229,271,봉은사,서울 은평구 진관길 36,2,a_a001103,서울특별시,강남구,논현동,,,#평온한순간 #마음의안식 #자연속힐링 #조용한명상 #고요한시간 #영적인여행 #내면의평화 #순수한기쁨 #정적인매력 #명상과수양 #깨달음의장소 #심신의휴식 #평화로운산책 #진정한자유 #영혼의쉼터
230,273,IFC몰,서울 영등포구 국제금융로 10,4,a_a001103,서울특별시,강남구,논현동,,,#현대적인 #세련된분위기 #도시속오아시스 #문화와쇼핑의만남 #다양한미식경험 #활기찬에너지 #독특한매력 #화려한쇼핑경험 #트렌디한공간 #예술적인분위기 #편안한쉼터 #흥미로운발견 #즐거운휴식 #도심속자연 #매력적인장소
231,274,산정랜드,경기 포천시 영북면 산정호수로411번길 107,1,a_a000960,경기도,포천시,내촌면,,,#자연과의조화 #청량한바람 #고요한물결 #편안한쉼터 #산뜻한공기 #평온한시간 #자연속여유 #경이로운풍경 #생동감있는순간 #자연의소리 #마음의안식처 #촉촉한감성 #평화로운산책 #힐링여행 #감성적인순간
